"1","Total Samples taken","15934007"
"2","Sample collected on the day","13177"
"3","Test conducted on the day","17574"
"4","Total No. of patients tested Positive","602956"
"5","No. of patients discharged","586082"
"6","Number of active Cases","290"
"7","Total Deaths reported","16584"
"8","No. of Patients on oxygen support","34"
"9","Patients at critical care Level-3 facilities","15"
"10","Patients who are critical and on ventilator support","1"
"11","Healthcare Workers vaccinated with 1st dose on the day","1"
"12","Total Healthcare Workers vaccinated with 1st dose","216636"
"13","Frontline Workers vaccinated with 1st dose on the day","153"
"14","Total Frontline Workers vaccinated with 1st dose","1152832"
"15","Healthcare Workers vaccinated with 2nd dose on the day","50"
"16","Total Healthcare Workers vaccinated with 2nd dose","138128"
"17","Frontline Workers vaccinated with 2nd dose on the day","451"
"18","Total Frontline Workers vaccinated with 2nd dose","335678"
"19","COVID-19 Vaccinated with 1st dose on the day
(Healthcare + Frontline Workers)","154"
"20","COVID-19 Vaccinated with 2nd dose on the day
(Healthcare + Frontline Workers)","501"
"21","Total COVID-19 Vaccinated with 1st dose
(Healthcare + Frontline Workers)","1369468"
"22","Total COVID-19 Vaccinated with 2nd dose
(Healthcare + Frontline Workers)","473806"
"23","Above 45 Vaccinated with 1st dose on the day","6673"
"24","Total Above 45 Vaccinated with 1st dose","6251304"
"25","Above 45 Vaccinated with 2nd dose on the day","18579"
"26","Total Above 45 Vaccinated with 2nd dose","3201987"
"27","18-44 years age group Vaccinated with 1st dose on the day","20270"
"28","Total 18-44 years age group Vaccinated with 1st dose","8583155"
"29","18-44 years age group Vaccinated with 2nd dose on the day","44924"
"30","Total 18-44 years age group Vaccinated with 2nd dose","3404838"
"31","Total Vaccination 1st dose on the day","27097"
"32","Total Vaccination 2nd dose on the day","64004"
"33","Total Vaccination 1st and 2nd dose on the day","91101"
