"Total No. of Sample Taken Today","29519"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 8)","922"
"Total Active COVID-19 Patients","5466"
"Total No. of Active Cases under Home Isolation (15-02-2022)","4829"
"Total No. of Samples found Positive till date 
Total Omicron Cases:830 (Active – 0, Discharged - 830)","975195"
"Total Positive COVID-19 Patients Recovered / Discharged till date","959207"
"No. of Deaths","10499"
"Total No. of People Vaccinated today","107232 
(1st Dose: 18039, 
2nd Dose: 84624 
Precaution Dose: 4569)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22760483 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 84% for 18yrs above population)","17577550 (84%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","211938"
"Cumulative Coverage of Total COVID-19 Vaccination","40549971"
"COVID-19 Today (15-02-2022) Positivity Rate","4.04%"
"Recovery Rate","98.36%"
"Fatality Rate","1.08%"
"Tests Per Million Population","642372"
