"Total No. of Sample Taken Today","45835"
"Total No. of Positive Cases Detected Today (New Omicron Cases: 0)","8388"
"Total Active COVID-19 Patients","57277"
"Total No. of Active Cases under Home Isolation (18-01-2022)","54638"
"Total No. of Samples found Positive till date 
Total Omicron Cases:208 (Active – 01, Discharged - 207)","864490"
"Total Positive COVID-19 Patients Recovered / Discharged till date","797066"
"No. of Deaths","10124"
"Total No. of People Vaccinated today","133332 
(1st Dose: 51709, 
2nd Dose: 73013 
Precaution Dose:8610)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22117992 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 78% for 18yrs above population)","16010073 (78%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","76047"
"Cumulative Coverage of Total COVID-19 Vaccination","38204112"
"COVID-19 Today (18-01-2022) Positivity Rate","21.30%"
"Recovery Rate","92.20%"
"Fatality Rate","1.17%"
"Tests Per Million Population","606912"
