Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict,deltaVaccinatedForState,delta7ConfirmedForState,delta7DeceasedForState,delta7RecoveredForState,delta7VaccinatedForState,delta7TestedForState,delta7ConfirmedForDistrict,delta7DeceasedForDistrict,delta7RecoveredForDistrict,delta7VaccinatedForDistrict,delta21_14ConfirmedForState,delta21_14ConfirmedForDistrict,7DmaVaccinatedForState,7DmaVaccinatedForDistrict
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Durg,2,0,0,0,2286,3389,0,0,0,95010,0,0,0,3343079,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,96873,1798,95017,,1010835,522140,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,1532975.0,729929.0,141260.0,186,3,97,941918.0,-13505793.0,69597,1402,68139,,139,28.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Rajnandgaon,2,0,2,0,2056,2600,0,0,0,55554,0,0,0,1537520,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,56075,515,55557,,1026549,527332,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,1553881.0,734933.0,141260.0,186,3,97,941918.0,-13505793.0,12992,44,12949,,139,2.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Balod,2,0,0,0,815,1342,0,0,0,26879,0,0,0,826165,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,27278,396,26880,,535909,269294,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,805203.0,403027.0,141260.0,186,3,97,941918.0,-13505793.0,6976,278,6698,,139,2.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Bametara,0,0,0,0,1270,741,0,0,0,19725,0,0,0,197035,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,19962,236,19726,,404581,132428,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,537009.0,2011.0,141260.0,186,3,97,941918.0,-13505793.0,0,0,1,,139,2.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Kabeerdham,1,0,0,0,3320,2866,0,0,0,22503,0,0,0,584667,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,22771,267,22503,,398255,169466,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,567721.0,-49845.0,141260.0,186,3,97,941918.0,-13505793.0,1733,79,1660,,139,0.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Raipur,3,0,2,0,1299,5278,0,0,0,154838,0,0,0,4062160,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,158018,3139,154844,,1555906,907187,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,2463093.0,2316205.0,141260.0,186,3,97,941918.0,-13505793.0,149699,3084,146586,,139,18.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Dhamtari,0,0,0,0,1111,1288,0,0,0,26687,0,0,0,799199,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,27238,545,26688,,509428,224169,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,733597.0,-790072.0,141260.0,186,3,97,941918.0,-13505793.0,-38424,-663,-37752,,139,3.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Baloda Bazar,0,0,1,0,3140,1908,0,0,0,42608,0,0,0,1305343,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,43085,471,42610,,614200,209796,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,823996.0,588562.0,141260.0,186,3,97,941918.0,-13505793.0,32251,446,31805,,139,1.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Mahasamund,0,0,0,0,671,11512,0,0,0,30999,0,0,0,1032275,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,31365,365,31000,,737664,409763,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,1147427.0,416229.0,141260.0,186,3,97,941918.0,-13505793.0,4130,-180,4313,,139,1.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Gariaband,0,0,0,0,1749,1143,0,0,0,19506,0,0,0,597653,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,19701,194,19506,,292439,98300,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,390739.0,-1136561.0,141260.0,186,3,97,941918.0,-13505793.0,-77143,-1603,-75494,,139,2.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Bilaspur,4,0,2,0,2625,8129,0,0,0,64441,0,0,0,1961922,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,65677,1209,64444,,1026122,508301,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,1534423.0,1146576.0,141260.0,186,3,97,941918.0,-13505793.0,45977,1015,44938,,139,10.0,21423538.0,0
2021-10-29,CT,28,0,13,-13631380.0,55696,85564,0,1005875.0,13573.0,992060.0,13588155.0,14552937.0,6870600.0,Raigarh,0,0,0,0,440,16559,0,0,0,61589,0,0,0,1493627,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,62586,978,61593,,1072602,948358,2021-10-29 08:00:00+05:30,28724000,2021-10-29 08:00:00+05:30,https://twitter.com/HealthCgGov,,1005985,13575,992110,22629,14777217,7225784,22003001.0,2020960.0,1754107.0,141260.0,186,3,97,941918.0,-13505793.0,50576,832,49729,,139,12.0,21423538.0,0
