"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","35186","0","34848","5","0","333","0"
"2","Ballari","0","97835","5","96042","106","0","1687","0"
"3","Belagavi","6","80068","1","79030","92","0","946","0"
"4","Bengaluru Rural","0","62131","2","61203","36","0","892","0"
"5","Bengaluru Urban","153","1259738","185","1237765","5596","2","16376","1"
"6","Bidar","0","24351","0","23943","0","0","404","4"
"7","Chamarajanagara","0","33110","0","32576","20","0","503","11"
"8","Chikkaballapura","0","43991","0","43552","7","0","431","1"
"9","Chikkamagaluru","2","51422","4","50929","95","0","398","0"
"10","Chitradurga","0","36753","4","36512","32","0","209","0"
"11","Dakshina 
Kannada","19","116144","14","114285","161","0","1691","7"
"12","Davanagere","1","51026","0","50404","14","0","608","0"
"13","Dharwada","3","61455","7","60096","34","0","1323","2"
"14","Gadag","0","26074","0","25754","1","0","319","0"
"15","Hassana","1","112217","6","110872","84","0","1259","2"
"16","Haveri","0","21960","0","21316","1","0","643","0"
"17","Kalaburagi","0","61968","1","61138","8","0","822","0"
"18","Kodagu","13","37555","9","36995","226","0","333","1"
"19","Kolara","2","47049","0","46393","14","0","642","0"
"20","Koppala","1","35208","0","34670","10","0","528","0"
"21","Mandya","3","73910","5","73211","44","0","655","0"
"22","Mysuru","15","180119","23","177525","168","1","2426","0"
"23","Raichuru","0","39986","0","39648","5","0","333","0"
"24","Ramanagara","0","24218","0","23890","5","0","323","0"
"25","Shivamogga","4","69702","30","68516","96","0","1090","0"
"26","Tumakuru","6","121234","6","119969","124","0","1141","0"
"27","Udupi","5","76987","5","76461","37","0","489","0"
"28","Uttara Kannada","4","56525","9","55703","48","0","774","0"
"29","Vijayapura","0","36286","1","35784","7","0","495","0"
"30","Yadagiri","0","27548","0","27342","0","0","206","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","238","3001792","317","2956405","7076","3","38282","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
 
Date: 17-12-2021 
 Page 5 of 8","","","","","","","","",""
