"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","18,656+31","18,115+41","109+1","432-11","8-Feb-22"
"2","Coochbehar","33,802+26","33,223+45","104+1","475-20","8-Feb-22"
"3","Darjeeling","68,731+39","67,313+80","588+3","830-44","8-Feb-22"
"4","Kalimpong","8,437+5","8,231+14","57","149-9","8-Feb-22"
"5","Jalpaiguri","49,222+46","47,969+58","637+4","616-16","8-Feb-22"
"6","Uttar Dinajpur","25,007+10","24,474+27","259","274-17","8-Feb-22"
"7","Dakshin Dinajpur","22,885+20","22,361+32","191+1","333-13","8-Feb-22"
"8","Malda","44,209+36","43,441+54","196","572-18","8-Feb-22"
"9","Murshidabad","41,486+29","40,754+36","351+3","381-10","8-Feb-22"
"10","Nadia","87,176+79","85,464+71","930","782+8","8-Feb-22"
"11","Birbhum","57,415+31","56,382+67","343","690-36","8-Feb-22"
"12","Purulia","24,136+21","23,777+22","120","239-1","8-Feb-22"
"13","Bankura","43,634+39","42,865+45","285","484-6","8-Feb-22"
"14","Jhargram","15,478+8","15,278+16","30","170-8","8-Feb-22"
"15","Paschim Medinipur","62,303+32","61,296+46","525+2","482-16","8-Feb-22"
"16","Purba Medinipur","67,697+24","66,989+26","428","280-2","8-Feb-22"
"17","Purba Bardhaman","55,204+27","54,436+51","233+1","535-25","8-Feb-22"
"18","Paschim Bardhaman","75,408+30","74,454+52","416+3","538-25","8-Feb-22"
"19","Howrah","1,24,750+34","1,22,502+59","1,634","614-25","8-Feb-22"
"20","Hooghly","1,07,654+44","1,05,845+66","1,112+1","697-23","8-Feb-22"
"21","North 24 Parganas","4,01,922+132","3,94,303+223","5,283+1","2,336-92","8-Feb-22"
"22","South 24 Parganas","1,26,887+39","1,24,424+95","1,489+4","974-60","8-Feb-22"
"23","Kolkata","4,45,968+102","4,37,867+244","5,589+3","2,512-145","8-Feb-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","20,08,133+884","19,71,826+1,470","20,912+28","15,395-614",""
