"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","35178","0","34843","2","0","333","0"
"2","Ballari","2","97762","4","95956","117","0","1689","0"
"3","Belagavi","1","79885","5","78873","74","0","938","0"
"4","Bengaluru Rural","5","61999","3","61066","43","0","890","0"
"5","Bengaluru Urban","179","1251569","125","1228755","6543","4","16270","1"
"6","Bidar","0","24340","0","23933","3","0","400","4"
"7","Chamarajanagara","0","33000","2","32463","26","0","500","11"
"8","Chikkaballapura","1","43946","1","43501","17","1","427","1"
"9","Chikkamagaluru","5","51121","8","50655","71","0","395","0"
"10","Chitradurga","2","36662","1","36408","48","0","206","0"
"11","Dakshina 
Kannada","35","115433","24","113468","279","1","1679","7"
"12","Davanagere","2","50983","1","50356","20","0","607","0"
"13","Dharwada","0","60969","1","59635","18","1","1314","2"
"14","Gadag","0","26066","0","25747","0","0","319","0"
"15","Hassana","28","111746","13","110243","246","0","1255","2"
"16","Haveri","0","21946","0","21300","3","0","643","0"
"17","Kalaburagi","1","61922","2","61087","16","0","819","0"
"18","Kodagu","21","37075","9","36602","143","0","329","1"
"19","Kolara","5","46911","3","46257","16","0","638","0"
"20","Koppala","0","35198","2","34659","18","0","521","0"
"21","Mandya","9","73737","11","73023","64","0","650","0"
"22","Mysuru","55","179090","39","176395","282","0","2413","0"
"23","Raichuru","0","39973","0","39640","2","0","331","0"
"24","Ramanagara","1","24203","1","23868","15","0","320","0"
"25","Shivamogga","2","69432","13","68228","116","0","1088","0"
"26","Tumakuru","6","120800","13","119387","286","0","1127","0"
"27","Udupi","10","76702","14","76168","45","0","489","0"
"28","Uttara Kannada","10","56198","7","55328","104","0","766","0"
"29","Vijayapura","1","36267","1","35764","8","0","495","0"
"30","Yadagiri","0","27545","2","27337","1","0","207","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","381","2987694","305","2940978","8626","7","38061","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
 
 
Date: 29-10-2021 
 Page 5 of 8","","","","","","","","",""
