"Total No. of Sample Taken Today","16753"
"Total No. of Positive Cases Detected Today","978"
"Total Active COVID-19 Patients","3574"
"Total No. of Active Cases under Home Isolation (03-08-2022)","3440"
"Total No. of Samples found Positive till date","1032249"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1018007"
"No. of Deaths","10645"
"Total No. of People Vaccinated Today","17991 
(1st Dose: 817 
2nd Dose: 4318 
Precaution Dose: 12856)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23626054 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19672200 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1493408"
"Cumulative Coverage of Total COVID-19 Vaccination","44791662"
"COVID-19 Today (03-08-2022) Positivity Rate","6.96%"
"Recovery Rate","98.62%"
"Fatality Rate","1.03%"
