"Total No. of Sample Taken Today","17918"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","738"
"Total Active COVID-19 Patients","4404"
"Total No. of Active Cases under Home Isolation (17-02-2022)","3805"
"Total No. of Samples found Positive till date 
Total Omicron Cases:830 (Active – 0, Discharged - 830)","976636"
"Total Positive COVID-19 Patients Recovered / Discharged till date","961697"
"No. of Deaths","10512"
"Total No. of People Vaccinated today","67461 
(1st Dose: 12810, 
2nd Dose: 51172 
Precaution Dose: 3479)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22779937 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 84% for 18yrs above population)","17651003 (84%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","217237"
"Cumulative Coverage of Total COVID-19 Vaccination","40648177"
"COVID-19 Today (17-02-2022) Positivity Rate","2.94%"
"Recovery Rate","98.47%"
"Fatality Rate","1.08%"
"Tests Per Million Population","644134"
