"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","783981","1","49732","0","446","0","49275","11"
"2","ALWAR","1597141","3","84472","0","320","0","84133","19"
"3","BANSWARA","315278","0","14763","0","106","0","14657","0"
"4","BARAN","232556","0","15249","0","64","0","15183","2"
"5","BARMER","401916","0","21454","0","205","0","21249","0"
"6","BHARATPUR","476201","0","31450","0","272","0","31178","0"
"7","BHILWARA","505256","0","38179","0","162","0","38014","3"
"8","BIKANER","735698","0","49903","0","586","0","49315","2"
"9","BUNDI","231706","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","450451","0","29377","0","140","0","29234","3"
"11","CHURU","432582","0","20819","0","114","0","20705","0"
"12","DAUSA","288787","2","15779","0","80","0","15695","4"
"13","DHOLPUR","280097","2","13790","0","49","0","13706","35"
"14","DUNGARPUR","327352","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","421670","0","28138","0","158","0","27978","2"
"16","HANUMANGARH","487394","0","22516","0","114","0","22402","0"
"17","JAIPUR","3374040","15","274871","0","2111","15","272488","272"
"18","JAISALMER","242009","0","17036","0","68","0","16968","0"
"19","JALORE","443052","0","10545","0","78","0","10467","0"
"20","JHALAWAR","387965","0","17707","0","207","0","17500","0"
"21","JHUNJHUNU","491353","0","19158","0","181","0","18977","0"
"22","JODHPUR","1413937","0","141094","0","1164","0","139924","6"
"23","KARAULI","236606","0","8968","0","84","0","8884","0"
