"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,542+4","15,384+6","102+1","56-3","19-Oct-21"
"2","Coochbehar","29,151+12","28,908+16","97","146-4","19-Oct-21"
"3","Darjeeling","56,834+29","55,982+34","537","315-5","19-Oct-21"
"4","Kalimpong","7,007+4","6,902+6","54","51-2","19-Oct-21"
"5","Jalpaiguri","41,810+22","41,061+19","566","183+3","19-Oct-21"
"6","Uttar Dinajpur","19,769+2","19,489+5","236","44-3","19-Oct-21"
"7","Dakshin Dinajpur","17,722+17","17,407+16","169","146+1","19-Oct-21"
"8","Malda","33,311+4","33,035+10","186","90-6","19-Oct-21"
"9","Murshidabad","33,921+7","33,544+5","327","50+2","19-Oct-21"
"10","Nadia","72,839+48","71,538+49","846+2","455-3","19-Oct-21"
"11","Birbhum","40,968+11","40,582+11","286","100","19-Oct-21"
"12","Purulia","19,389+3","19,254+2","113","22+1","19-Oct-21"
"13","Bankura","36,067+10","35,639+17","273","155-7","19-Oct-21"
"14","Jhargram","12,092+6","11,999+7","27","66-1","19-Oct-21"
"15","Paschim Medinipur","53,289+30","52,509+29","506","274+1","19-Oct-21"
"16","Purba Medinipur","62,947+21","62,348+22","396","203-1","19-Oct-21"
"17","Purba Bardhaman","41,752+22","41,310+27","195","247-5","19-Oct-21"
"18","Paschim Bardhaman","57,467+7","56,969+16","355+1","143-10","19-Oct-21"
"19","Howrah","97,945+68","95,845+61","1,522","578+7","19-Oct-21"
"20","Hooghly","85,494+96","83,877+65","983","634+31","19-Oct-21"
"21","North 24 Parganas","3,27,639+129","3,21,610+134","4,789+3","1,240-8","19-Oct-21"
"22","South 24 Parganas","1,00,109+71","98,241+57","1,326","542+14","19-Oct-21"
"23","Kolkata","3,19,683+244","3,12,819+181","5,113+2","1,751+61","19-Oct-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","15,82,813+867","15,56,315+795","19,007+9","7,491+63",""
