"Total No. of Sample Taken Today","24578"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","399"
"Total Active COVID-19 Patients","2287"
"Total No. of Active Cases under Home Isolation (25-02-2022)","2103"
"Total No. of Samples found Positive till date 
Total Omicron Cases:830 (Active – 0, Discharged - 830)","980759"
"Total Positive COVID-19 Patients Recovered / Discharged till date","967898"
"No. of Deaths","10551"
"Total No. of People Vaccinated today","41409 
(1st Dose: 6185, 
2nd Dose: 33237 
Precaution Dose: 1987)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22846368 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 85% for 18yrs above population)","17983493 (85%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","234191"
"Cumulative Coverage of Total COVID-19 Vaccination","41064052"
"COVID-19 Today (25-02-2022) Positivity Rate","1.62%"
"Recovery Rate","98.69%"
"Fatality Rate","1.08%"
"Tests Per Million Population","651654"
