"1","Total Samples taken","16825771"
"2","Sample collected on the day","15728"
"3","Test conducted on the day","15553"
"4","Total No. of patients tested Positive","604810"
"5","No. of patients discharged","587398"
"6","Number of active Cases","767"
"7","Total Deaths reported","16645"
"8","No. of Patients on oxygen support","26"
"9","Patients at critical care Level-3 facilities","12"
"10","Patients who are critical and on ventilator support","1"
"11","Healthcare Workers vaccinated with 1st dose on the day","12"
"12","Total Healthcare Workers vaccinated with 1st dose","217967"
"13","Frontline Workers vaccinated with 1st dose on the day","83"
"14","Total Frontline Workers vaccinated with 1st dose","1155195"
"15","Healthcare Workers vaccinated with 2nd dose on the day","99"
"16","Total Healthcare Workers vaccinated with 2nd dose","142002"
"17","Frontline Workers vaccinated with 2nd dose on the day","288"
"18","Total Frontline Workers vaccinated with 2nd dose","344935"
"19","COVID-19 Vaccinated with 1st dose on the day
(Healthcare + Frontline Workers)","95"
"20","COVID-19 Vaccinated with 2nd dose on the day
(Healthcare + Frontline Workers)","387"
"21","Total COVID-19 Vaccinated with 1st dose
(Healthcare + Frontline Workers)","1373162"
"22","Total COVID-19 Vaccinated with 2nd dose
(Healthcare + Frontline Workers)","486937"
"23","Above 45 Vaccinated with 1st dose on the day","9542"
"24","Total Above 45 Vaccinated with 1st dose","6445306"
"25","Above 45 Vaccinated with 2nd dose on the day","17212"
"26","Total Above 45 Vaccinated with 2nd dose","3805909"
"27","18-44 years age group Vaccinated with 1st dose on the day","20483"
"28","Total 18-44 years age group Vaccinated with 1st dose","9166946"
"29","18-44 years age group Vaccinated with 2nd dose on the day","41408"
"30","Total 18-44 years age group Vaccinated with 2nd dose","4946522"
"31","Total Vaccination 1st dose on the day","30120"
"32","Total Vaccination 2nd dose on the day","59007"
"33","Total Vaccination 1st and 2nd dose on the day","89127"
