"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","14,941+13","14,598+18","99","244-5","5-Aug-21"
"2","Coochbehar","27,773+33","27,109+42","95","569-9","5-Aug-21"
"3","Darjeeling","53,736+54","52,184+79","500+1","1,052-26","5-Aug-21"
"4","Kalimpong","6,379+47","6,103+15","43+1","233+31","5-Aug-21"
"5","Jalpaiguri","40,048+52","38,867+47","539","642+5","5-Aug-21"
"6","Uttar Dinajpur","19,470+9","19,108+9","233","129","5-Aug-21"
"7","Dakshin Dinajpur","16,935+8","16,668+7","168","99+1","5-Aug-21"
"8","Malda","32,672+3","32,425+5","184","63-2","5-Aug-21"
"9","Murshidabad","33,619+4","33,231+5","322","66-1","5-Aug-21"
"10","Nadia","69,421+45","68,068+48","704+1","649-4","5-Aug-21"
"11","Birbhum","40,371+3","39,963+9","285","123-6","5-Aug-21"
"12","Purulia","19,195+2","19,016+5","112","67-3","5-Aug-21"
"13","Bankura","34,636+16","33,955+32","261","420-16","5-Aug-21"
"14","Jhargram","11,364+24","10,971+27","27+1","366-4","5-Aug-21"
"15","Paschim Medinipur","50,923+40","49,780+49","490","653-9","5-Aug-21"
"16","Purba Medinipur","60,686+46","59,541+57","373","772-11","5-Aug-21"
"17","Purba Bardhaman","40,139+16","39,584+28","183","372-12","5-Aug-21"
"18","Paschim Bardhaman","56,352+10","55,774+17","347","231-7","5-Aug-21"
"19","Howrah","94,710+40","92,681+40","1,484","545","5-Aug-21"
"20","Hooghly","81,981+51","80,430+46","920+1","631+4","5-Aug-21"
"21","North 24 Parganas","3,19,757+86","3,13,914+96","4,576+2","1,267-12","5-Aug-21"
"22","South 24 Parganas","96,339+44","94,428+47","1,277+2","634-5","5-Aug-21"
"23","Kolkata","3,10,866+71","3,05,074+59","4,977","815+12","5-Aug-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","15,32,379+717","15,03,535+787","18,202+9","10,642-79",""
