"1","Total Samples taken","*17570141"
"2","Sample collected on the day","24226"
"3","Test conducted on the day","32350"
"4","Total No. of patients tested Positive","719142"
"5","No. of patients discharged","656474"
"6","Positive cases on the day","5778"
"7","Number of active Cases","45645"
"8","Total Deaths reported","45645
17023"
"9","No. of Patients on oxygen support","1191"
"10","Patients at critical care Level-3 facilities","333"
"11","Patients who are critical and on ventilator support","106"
"12","Healthcare Workers vaccinated with 1st dose on the day","7"
"13","Total Healthcare Workers vaccinated with 1st dose","218488"
"14","Frontline Workers vaccinated with 1st dose on the day","23"
"15","Total Frontline Workers vaccinated with 1st dose","1115278"
"16","Healthcare Workers vaccinated with 2nd dose on the day","38"
"17","Total Healthcare Workers vaccinated with 2nd dose","184944"
"18","Frontline Workers vaccinated with 2nd dose on the day","364"
"19","Total Frontline Workers vaccinated with 2nd dose","878819"
"20","Above 45 Vaccinated with 1st dose on the day","21424"
"21","Total Above 45 Vaccinated with 1st dose","7198414"
"22","Above 45 Vaccinated with 2nd dose on the day","53098"
"23","Total Above 45 Vaccinated with 2nd dose","5047030"
"24","18-44 years age group Vaccinated with 1st dose on the day","69116"
"25","Total 18-44 years age group Vaccinated with 1st dose","10110897"
"26","18-44 years age group Vaccinated with 2nd dose on the day","106139"
"27","Total 18-44 years age group Vaccinated with 2nd dose","6020317"
"28","15-17 years age group Vaccinated with 1st dose on the day","25037"
"29","Total 15-17 years age group Vaccinated with 1st dose","276633"
"30","Precautionary dose given on the day","12803"
"31","Total Precautionary dose given","112618"
"32","Total Vaccination 1st dose on the day","115607"
"33","Total Vaccination 2nd dose on the day","159639"
"34","Total Vaccination 1st and 2nd dose on the day","275246"
