"Total No. of Sample Taken Today","23088"
"Total No. of Positive Cases Detected Today","17"
"Total Positive Cases under Home Isolation (12-11-2021)","82"
"Total No. of Samples Sent till date","13260684"
"Total No. of Samples found Positive till date","771420 
(M: 471376 
F: 300027 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761230"
"Total Active COVID-19 Patients","117"
"No. of Deaths","10050"
"Total No. of People Vaccinated today","105163 
(1st Dose: 28705, 
2nd Dose: 76458"
"Cumulative Coverage of Vaccination","26800939"
"COVID-19 Today (13-11-2021) Positivity Rate","0.07%"
"COVID-19 Cumulative Positivity Rate","5.83%"
"Recovery Rate","98.68%"
"Fatality Rate","1.30%"
"Tests Per Million Population","523104"
