"Total No. of Sample Taken Today","7370"
"Total No. of Positive Cases Detected Today","149"
"Total Active COVID-19 Patients","474"
"Total No. of Active Cases under Home Isolation (12-04-2022)","470"
"Total No. of Samples found Positive till date","986080"
"Total Positive COVID-19 Patients Recovered / Discharged till date","974966"
"No. of Deaths","10617"
"Total No. of People Vaccinated Today","27547 
(1st Dose: 7056 
2nd Dose: 14659 
Precaution Dose: 5832)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23211074 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 18yrs above population)","18604382 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","304396"
"Cumulative Coverage of Total COVID-19 Vaccination","42119852"
"COVID-19 Today (12-04-2022) Positivity Rate","2.50%"
"Recovery Rate","98.87%"
"Fatality Rate","1.08%"
"Tests Per Million Population","676141"
