"Total No. of Sample Taken Today","21280"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","3563"
"Total Active COVID-19 Patients","25567"
"Total No. of Active Cases under Home Isolation (31-01-2022)","24265"
"Total No. of Samples found Positive till date 
Total Omicron Cases:307 (Active – 0, Discharged - 307)","949532"
"Total Positive COVID-19 Patients Recovered / Discharged till date","913637"
"No. of Deaths","10305"
"Total No. of People Vaccinated today","77133 
(1st Dose: 28180, 
2nd Dose: 43645 
Precaution Dose: 5308)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18 yrs above population)","22477683 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 81% for 18yrs above population)","16645244 (81%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","145091"
"Cumulative Coverage of Total COVID-19 Vaccination","39268018"
"COVID-19 Today (31-01-2022) Positivity Rate","13.36%"
"Recovery Rate","96.22%"
"Fatality Rate","1.09%"
"Tests Per Million Population","625235"
