"Total No. of Sample Taken Today","11374"
"Total No. of Positive Cases Detected Today","63"
"Total Active COVID-19 Patients","345"
"Total No. of Active Cases under Home Isolation (24-03-2022)","318"
"Total No. of Samples found Positive till date","984851"
"Total Positive COVID-19 Patients Recovered / Discharged till date","973883"
"No. of Deaths","10600"
"Total No. of People Vaccinated Today","40127 
(1st Dose: 22605 
2nd Dose: 15576 
Precaution Dose: 1946)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23048352 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 18yrs above population)","18374304 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","263264"
"Cumulative Coverage of Total COVID-19 Vaccination","41685920"
"COVID-19 Today (24-03-2022) Positivity Rate","0.42%"
"Recovery Rate","98.89%"
"Fatality Rate","1.08%"
"Tests Per Million Population","669403"
