"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","16,520+122","15,848+31","102","570+91","15-Jan-22"
"2","Coochbehar","30,927+128","30,085+42","100","742+86","15-Jan-22"
"3","Darjeeling","62,999+597","59,190+182","557","3,252+415","15-Jan-22"
"4","Kalimpong","7,582+74","7,217+17","55","310+57","15-Jan-22"
"5","Jalpaiguri","45,039+307","42,799+92","599+2","1,641+213","15-Jan-22"
"6","Uttar Dinajpur","22,245+221","20,504+87","248+1","1,493+133","15-Jan-22"
"7","Dakshin Dinajpur","20,394+182","18,968+73","179","1,247+109","15-Jan-22"
"8","Malda","39,596+586","35,379+236","190","4,027+350","15-Jan-22"
"9","Murshidabad","38,656+206","35,368+189","333+1","2,955+16","15-Jan-22"
"10","Nadia","81,919+536","76,355+283","907+1","4,657+252","15-Jan-22"
"11","Birbhum","51,306+776","44,975+360","307+3","6,024+413","15-Jan-22"
"12","Purulia","22,320+155","20,405+113","116","1,799+42","15-Jan-22"
"13","Bankura","40,419+271","37,782+143","276","2,361+128","15-Jan-22"
"14","Jhargram","14,128+147","12,863+75","28+1","1,237+71","15-Jan-22"
"15","Paschim Medinipur","59,261+347","55,525+197","514","3,222+150","15-Jan-22"
"16","Purba Medinipur","65,963+136","64,002+97","406","1,555+39","15-Jan-22"
"17","Purba Bardhaman","50,435+596","45,018+316","216+2","5,201+278","15-Jan-22"
"18","Paschim Bardhaman","71,758+635","63,729+481","376","7,653+154","15-Jan-22"
"19","Howrah","1,20,463+684","1,08,323+678","1,582+4","10,558+2","15-Jan-22"
"20","Hooghly","1,02,709+745","93,162+531","1,059+1","8,488+213","15-Jan-22"
"21","North 24 Parganas","3,85,224+2,565","3,49,950+1,894","5,096+5","30,178+666","15-Jan-22"
"22","South 24 Parganas","1,19,039+1,029","1,07,993+589","1,426+3","9,620+437","15-Jan-22"
"23","Kolkata","4,28,731+3,893","3,71,803+3,267","5,413+12","51,515+614","15-Jan-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","18,97,699+14,938","17,17,306+9,973","20,088+36","1,60,305+4,929",""
