"Total No. of Sample Taken Today","34897"
"Total No. of Positive Cases Detected Today","23"
"Total Positive Cases under Home Isolation (13-12-2021)","189"
"Total No. of Samples Sent till date","14050460"
"Total No. of Samples found Positive till date","772055 
(M: 471727 
F: 300311 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761768"
"Total Active COVID-19 Patients","205"
"No. of Deaths","10059"
"Total No. of People Vaccinated today","155002 
(1st Dose: 27350, 
2nd Dose: 127652"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","18989754 (92%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","11548277 (56%)"
"Cumulative Coverage of Total COVID-19 Vaccination","30538031"
"COVID-19 Today (14-12-2021) Positivity Rate","0.08%"
"COVID-19 Cumulative Positivity Rate","5.51%"
"Recovery Rate","98.67%"
"Fatality Rate","1.30%"
"Tests Per Million Population","554259"
