"1","Total Samples taken","15601796"
"2","Sample collected on the day","14592"
"3","Test conducted on the day","18719"
"4","Total No. of patients tested Positive","602584"
"5","No. of patients discharged","585798"
"6","Number of active Cases","222"
"7","Total Deaths reported","16564"
"8","No. of Patients on oxygen support","23"
"9","Patients at critical care Level-3 facilities","8"
"10","Patients who are critical and on ventilator support","1"
"11","Healthcare Workers vaccinated with 1st dose on the day","11"
"12","Total Healthcare Workers vaccinated with 1st dose","216625"
"13","Frontline Workers vaccinated with 1st dose on the day","13"
"14","Total Frontline Workers vaccinated with 1st dose","1152531"
"15","Healthcare Workers vaccinated with 2nd dose on the day","43"
"16","Total Healthcare Workers vaccinated with 2nd dose","137310"
"17","Frontline Workers vaccinated with 2nd dose on the day","172"
"18","Total Frontline Workers vaccinated with 2nd dose","331632"
"19","COVID-19 Vaccinated with 1st dose on the day 
(Healthcare + Frontline Workers)","24"
"20","COVID-19 Vaccinated with 2nd dose on the day 
(Healthcare + Frontline Workers)","215"
"21","Total COVID-19 Vaccinated with 1st dose 
(Healthcare + Frontline Workers)","1369156"
"22","Total COVID-19 Vaccinated with 2nd dose 
(Healthcare + Frontline Workers)","468942"
"23","Above 45 Vaccinated with 1st dose on the day","7879"
"24","Total Above 45 Vaccinated with 1st dose","6173574"
"25","Above 45 Vaccinated with 2nd dose on the day","16445"
"26","Total Above 45 Vaccinated with 2nd dose","3016672"
"27","18-44 years age group Vaccinated with 1st dose on the day","14497"
"28","Total 18-44 years age group Vaccinated with 1st dose","8376038"
"29","18-44 years age group Vaccinated with 2nd dose on the day","28334"
"30","Total 18-44 years age group Vaccinated with 2nd dose","2994780"
"31","Total Vaccination 1st dose on the day","22400"
"32","Total Vaccination 2nd  dose on the day","44994"
"33","Total Vaccination 1st  and 2nd dose on the day","67394"
