"Total No. of Sample Taken Today","30496"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","1980"
"Total Active COVID-19 Patients","15573"
"Total No. of Active Cases under Home Isolation (05-02-2022)","14456"
"Total No. of Samples found Positive till date 
Total Omicron Cases:658 (Active – 3, Discharged - 655)","963319"
"Total Positive COVID-19 Patients Recovered / Discharged till date","937337"
"No. of Deaths","10386"
"Total No. of People Vaccinated today","52653 
(1st Dose: 11992, 
2nd Dose: 37193 
Precaution Dose: 3468)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18 yrs above population)","22589624 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 82% for 18yrs above population)","16922087 (82%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","166668"
"Cumulative Coverage of Total COVID-19 Vaccination","39678379"
"COVID-19 Today (05-02-2022) Positivity Rate","6.12%"
"Recovery Rate","97.30%"
"Fatality Rate","1.08%"
"Tests Per Million Population","631580"
