"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","16,583+63","15,887+39","102","594+24","16-Jan-22"
"2","Coochbehar","31,072+145","30,136+51","100","836+94","16-Jan-22"
"3","Darjeeling","63,172+173","59,414+224","557","3,201-51","16-Jan-22"
"4","Kalimpong","7,595+13","7,238+21","55","302-8","16-Jan-22"
"5","Jalpaiguri","45,115+76","42,912+113","600+1","1,603-38","16-Jan-22"
"6","Uttar Dinajpur","22,535+290","20,607+103","249+1","1,679+186","16-Jan-22"
"7","Dakshin Dinajpur","20,597+203","19,054+86","179","1,364+117","16-Jan-22"
"8","Malda","39,926+330","35,656+277","190","4,080+53","16-Jan-22"
"9","Murshidabad","38,898+242","35,571+203","334+1","2,993+38","16-Jan-22"
"10","Nadia","82,389+470","76,676+321","909+2","4,804+147","16-Jan-22"
"11","Birbhum","51,870+564","45,390+415","307","6,173+149","16-Jan-22"
"12","Purulia","22,477+157","20,529+124","116","1,832+33","16-Jan-22"
"13","Bankura","40,639+220","37,944+162","276","2,419+58","16-Jan-22"
"14","Jhargram","14,229+101","12,948+85","28","1,253+16","16-Jan-22"
"15","Paschim Medinipur","59,486+225","55,747+222","514","3,225+3","16-Jan-22"
"16","Purba Medinipur","66,058+95","64,109+107","407+1","1,542-13","16-Jan-22"
"17","Purba Bardhaman","50,908+473","45,376+358","216","5,316+115","16-Jan-22"
"18","Paschim Bardhaman","72,127+369","64,256+527","377+1","7,494-159","16-Jan-22"
"19","Howrah","1,20,942+479","1,09,050+727","1,587+5","10,305-253","16-Jan-22"
"20","Hooghly","1,03,261+552","93,746+584","1,060+1","8,455-33","16-Jan-22"
"21","North 24 Parganas","3,87,087+1,863","3,52,027+2,077","5,107+11","29,953-225","16-Jan-22"
"22","South 24 Parganas","1,19,442+403","1,08,655+662","1,428+2","9,359-261","16-Jan-22"
"23","Kolkata","4,30,610+1,879","3,75,349+3,546","5,420+7","49,841-1,674","16-Jan-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","19,07,084+9,385","17,28,340+11,034","20,121+33","1,58,623-1,682",""
