,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-16,CT,3963,7,3303,0,7410,21844,1133,36403.0,39.0,19036.0,,266795.0,431512.0,Balod,61,0,37,,253,995,5,363.0,0.0,90.0,,6092.0,14605.0,826165,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,27739,396,26997,,632427,446150,0,2022-01-16 23:55:42,28724000,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,1059716,13654,1013270,,19038759,13110704,0,0.0,0,0,0,0
1,1,1,1,1,2022-01-16,CT,3963,7,3303,0,7410,21844,1133,36403.0,39.0,19036.0,,266795.0,431512.0,Baloda Bazar,21,0,7,,40,119,5,385.0,1.0,129.0,,16336.0,18922.0,1305343,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,43631,472,42776,,858810,420796,0,2022-01-16 23:55:42,28724000,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,1059716,13654,1013270,,19038759,13110704,0,0.0,0,0,0,0
2,2,2,2,2,2022-01-16,CT,3963,7,3303,0,7410,21844,1133,36403.0,39.0,19036.0,,266795.0,431512.0,Balrampur,61,1,19,,99,268,4,317.0,1.0,79.0,,4160.0,11285.0,598855,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,20724,119,20276,,616527,316210,0,2022-01-16 23:55:42,28724000,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,1059716,13654,1013270,,19038759,13110704,0,0.0,0,0,0,0
3,3,3,3,3,2022-01-16,CT,3963,7,3303,0,7410,21844,1133,36403.0,39.0,19036.0,,266795.0,431512.0,Bametara,9,0,0,,0,0,1,119.0,0.0,4.0,,4974.0,21123.0,197035,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,20127,237,19741,,596117,326022,0,2022-01-16 23:55:42,28724000,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,1059716,13654,1013270,,19038759,13110704,0,0.0,0,0,0,0
4,4,4,4,4,2022-01-16,CT,3963,7,3303,0,7410,21844,1133,36403.0,39.0,19036.0,,266795.0,431512.0,Bastar,21,0,9,,72,144,6,321.0,0.0,32.0,,9329.0,5530.0,1302253,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,21481,189,20955,,576454,332021,0,2022-01-16 23:55:42,28724000,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,1059716,13654,1013270,,19038759,13110704,0,0.0,0,0,0,0
5,5,5,5,5,2022-01-16,CT,3963,7,3303,0,7410,21844,1133,36403.0,39.0,19036.0,,266795.0,431512.0,Bijapur,3,0,0,,95,75,1,166.0,0.0,0.0,,2449.0,1959.0,229832,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,8577,55,8287,,128349,74137,0,2022-01-16 23:55:42,28724000,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,1059716,13654,1013270,,19038759,13110704,0,0.0,0,0,0,0
6,6,6,6,6,2022-01-16,CT,3963,7,3303,0,7410,21844,1133,36403.0,39.0,19036.0,,266795.0,431512.0,Bilaspur,301,0,299,,1134,4654,218,2871.0,2.0,2464.0,,25161.0,24635.0,1961922,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,70741,1219,67079,,1266204,1013532,0,2022-01-16 23:55:42,28724000,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,1059716,13654,1013270,,19038759,13110704,0,0.0,0,0,0,0
7,7,7,7,7,2022-01-16,CT,3963,7,3303,0,7410,21844,1133,36403.0,39.0,19036.0,,266795.0,431512.0,Dakshin Bastar Dantewada,20,0,27,,27,411,5,346.0,0.0,51.0,,1716.0,1270.0,533638,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,11284,26,10921,,193721,148649,0,2022-01-16 23:55:42,28724000,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,1059716,13654,1013270,,19038759,13110704,0,0.0,0,0,0,0
8,8,8,8,8,2022-01-16,CT,3963,7,3303,0,7410,21844,1133,36403.0,39.0,19036.0,,266795.0,431512.0,Dhamtari,45,1,1,,70,1005,8,363.0,2.0,8.0,,5817.0,20547.0,799199,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,27782,548,26746,,609739,393651,0,2022-01-16 23:55:42,28724000,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,1059716,13654,1013270,,19038759,13110704,0,0.0,0,0,0,0
9,9,9,9,9,2022-01-16,CT,3963,7,3303,0,7410,21844,1133,36403.0,39.0,19036.0,,266795.0,431512.0,Durg,511,1,688,,559,1709,93,4920.0,5.0,1823.0,,13126.0,27512.0,3343079,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,103700,1811,97128,,1254782,891190,0,2022-01-16 23:55:42,28724000,2022-01-16 08:00:00+05:30,https://twitter.com/HealthCgGov,,1059716,13654,1013270,,19038759,13110704,0,0.0,0,0,0,0
