,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-16,AR,140,0,54,702,344,117,11,1075.0,0.0,141.0,7358.0,27202.0,8536.0,Anjaw,0,0,0,0,0,0,0,2.0,0.0,0.0,3.0,155.0,109.0,21089,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1070,3,1065,21042,12622,9837,0,2022-01-16 23:55:30,1504000,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,56633,282,55195,1204276,854253,665030,0,0.0,0,0,0,0
1,1,1,1,1,2022-01-16,AR,140,0,54,702,344,117,11,1075.0,0.0,141.0,7358.0,27202.0,8536.0,Changlang,15,0,0,77,25,39,0,97.0,0.0,5.0,602.0,4256.0,1316.0,147951,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3911,22,3792,80189,101443,76248,0,2022-01-16 23:55:30,1504000,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,56633,282,55195,1204276,854253,665030,0,0.0,0,0,0,0
2,2,2,2,2,2022-01-16,AR,140,0,54,702,344,117,11,1075.0,0.0,141.0,7358.0,27202.0,8536.0,East Kameng,0,0,0,55,175,0,0,5.0,0.0,0.0,82.0,876.0,118.0,78413,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1099,0,1094,52848,24749,19181,0,2022-01-16 23:55:30,1504000,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,56633,282,55195,1204276,854253,665030,0,0.0,0,0,0,0
3,3,3,3,3,2022-01-16,AR,140,0,54,702,344,117,11,1075.0,0.0,141.0,7358.0,27202.0,8536.0,East Siang,0,0,3,0,0,0,0,27.0,0.0,7.0,194.0,2733.0,675.0,99019,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3258,17,3213,62519,60718,47544,0,2022-01-16 23:55:30,1504000,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,56633,282,55195,1204276,854253,665030,0,0.0,0,0,0,0
4,4,4,4,4,2022-01-16,AR,140,0,54,702,344,117,11,1075.0,0.0,141.0,7358.0,27202.0,8536.0,Kamle,4,0,0,5,7,19,0,5.0,0.0,0.0,7.0,400.0,195.0,22256,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,517,0,512,6589,7944,5080,0,2022-01-16 23:55:30,1504000,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,56633,282,55195,1204276,854253,665030,0,0.0,0,0,0,0
5,5,5,5,5,2022-01-16,AR,140,0,54,702,344,117,11,1075.0,0.0,141.0,7358.0,27202.0,8536.0,Kra Daadi,0,0,0,0,10,31,0,0.0,0.0,0.0,3.0,113.0,47.0,0,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,270,0,270,6071,6623,4280,0,2022-01-16 23:55:30,1504000,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,56633,282,55195,1204276,854253,665030,0,0.0,0,0,0,0
6,6,6,6,6,2022-01-16,AR,140,0,54,702,344,117,11,1075.0,0.0,141.0,7358.0,27202.0,8536.0,Kurung Kumey,0,0,0,0,0,0,0,2.0,0.0,0.0,8.0,173.0,73.0,89717,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,513,1,510,9182,10520,7108,0,2022-01-16 23:55:30,1504000,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,56633,282,55195,1204276,854253,665030,0,0.0,0,0,0,0
7,7,7,7,7,2022-01-16,AR,140,0,54,702,344,117,11,1075.0,0.0,141.0,7358.0,27202.0,8536.0,Lepa Rada,0,0,0,2,0,0,0,5.0,0.0,1.0,96.0,433.0,136.0,0,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,882,3,874,16918,14320,11430,0,2022-01-16 23:55:30,1504000,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,56633,282,55195,1204276,854253,665030,0,0.0,0,0,0,0
8,8,8,8,8,2022-01-16,AR,140,0,54,702,344,117,11,1075.0,0.0,141.0,7358.0,27202.0,8536.0,Lohit,1,0,8,4,0,0,1,56.0,0.0,25.0,552.0,1073.0,325.0,145538,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,2978,27,2889,50405,34925,28167,0,2022-01-16 23:55:30,1504000,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,56633,282,55195,1204276,854253,665030,0,0.0,0,0,0,0
9,9,9,9,9,2022-01-16,AR,140,0,54,702,344,117,11,1075.0,0.0,141.0,7358.0,27202.0,8536.0,Longding,0,0,0,0,9,8,0,1.0,0.0,0.0,22.0,1610.0,460.0,60000,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,754,2,750,20016,22259,11391,0,2022-01-16 23:55:30,1504000,2022-01-16 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,56633,282,55195,1204276,854253,665030,0,0.0,0,0,0,0
