,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-16,BR,5410,9,5809,156659,130767,149374,1073,41727.0,35.0,23081.0,1214128.0,1728831.0,1111268.0,Araria,47,1,34,,432,361,2,438.0,1.0,125.0,,50662.0,26385.0,2806200,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,15532,140,14986,,1550206,967773,0,2022-01-16 23:55:36,119520000,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,787127,12136,739482,63586284,62158916,44719840,0,0.0,0,0,0,0
1,1,1,1,1,2022-01-16,BR,5410,9,5809,156659,130767,149374,1073,41727.0,35.0,23081.0,1214128.0,1728831.0,1111268.0,Arwal,66,0,49,,417,973,0,360.0,0.0,136.0,,14860.0,8386.0,700843,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,7870,109,7420,,411369,294289,0,2022-01-16 23:55:36,119520000,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,787127,12136,739482,63586284,62158916,44719840,0,0.0,0,0,0,0
2,2,2,2,2,2022-01-16,BR,5410,9,5809,156659,130767,149374,1073,41727.0,35.0,23081.0,1214128.0,1728831.0,1111268.0,Aurangabad,68,1,74,,671,421,11,550.0,1.0,248.0,,37427.0,10066.0,2511243,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,20740,76,20228,,1587057,1057867,0,2022-01-16 23:55:36,119520000,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,787127,12136,739482,63586284,62158916,44719840,0,0.0,0,0,0,0
3,3,3,3,3,2022-01-16,BR,5410,9,5809,156659,130767,149374,1073,41727.0,35.0,23081.0,1214128.0,1728831.0,1111268.0,Banka,105,0,42,,2584,1468,5,449.0,0.0,147.0,,20700.0,25514.0,2029339,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,7974,112,7432,,1188952,864089,0,2022-01-16 23:55:36,119520000,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,787127,12136,739482,63586284,62158916,44719840,0,0.0,0,0,0,0
4,4,4,4,4,2022-01-16,BR,5410,9,5809,156659,130767,149374,1073,41727.0,35.0,23081.0,1214128.0,1728831.0,1111268.0,Begusarai,180,0,186,,4258,9256,3,1314.0,0.0,781.0,,44561.0,55421.0,2954367,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,29150,561,27501,,1714510,1237062,0,2022-01-16 23:55:36,119520000,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,787127,12136,739482,63586284,62158916,44719840,0,0.0,0,0,0,0
5,5,5,5,5,2022-01-16,BR,5410,9,5809,156659,130767,149374,1073,41727.0,35.0,23081.0,1214128.0,1728831.0,1111268.0,Bhagalpur,190,2,118,,5090,6585,8,1321.0,3.0,420.0,,44770.0,35887.0,3032226,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,27434,356,25972,,1803012,1287978,0,2022-01-16 23:55:36,119520000,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,787127,12136,739482,63586284,62158916,44719840,0,0.0,0,0,0,0
6,6,6,6,6,2022-01-16,BR,5410,9,5809,156659,130767,149374,1073,41727.0,35.0,23081.0,1214128.0,1728831.0,1111268.0,Bhojpur,103,0,95,,2313,3614,5,603.0,0.0,402.0,,41389.0,27145.0,2720155,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,11085,238,10417,,1583760,1113702,0,2022-01-16 23:55:36,119520000,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,787127,12136,739482,63586284,62158916,44719840,0,0.0,0,0,0,0
7,7,7,7,7,2022-01-16,BR,5410,9,5809,156659,130767,149374,1073,41727.0,35.0,23081.0,1214128.0,1728831.0,1111268.0,Buxar,60,0,21,,1490,2372,5,354.0,0.0,123.0,,21647.0,22205.0,1707643,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,9697,217,9184,,1075603,846106,0,2022-01-16 23:55:36,119520000,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,787127,12136,739482,63586284,62158916,44719840,0,0.0,0,0,0,0
8,8,8,8,8,2022-01-16,BR,5410,9,5809,156659,130767,149374,1073,41727.0,35.0,23081.0,1214128.0,1728831.0,1111268.0,Darbhanga,175,0,82,,4609,3691,8,1156.0,1.0,229.0,,60065.0,32050.0,3921971,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,12419,371,10832,,2372018,1751148,0,2022-01-16 23:55:36,119520000,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,787127,12136,739482,63586284,62158916,44719840,0,0.0,0,0,0,0
9,9,9,9,9,2022-01-16,BR,5410,9,5809,156659,130767,149374,1073,41727.0,35.0,23081.0,1214128.0,1728831.0,1111268.0,East Champaran,86,0,75,,9497,6596,0,677.0,2.0,192.0,,86819.0,45726.0,5082868,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,19918,529,18729,,2953860,2514592,0,2022-01-16 23:55:36,119520000,2022-01-16 23:55:00+05:30,https://twitter.com/BiharHealthDept,,787127,12136,739482,63586284,62158916,44719840,0,0.0,0,0,0,0
