"Total No. of Sample Taken Today","12597"
"Total No. of Positive Cases Detected Today","401"
"Total Active COVID-19 Patients","2406"
"Total No. of Active Cases under Home Isolation (10-05-2022)","2373"
"Total No. of Samples found Positive till date","997376"
"Total Positive COVID-19 Patients Recovered / Discharged till date","984327"
"No. of Deaths","10620"
"Total No. of People Vaccinated Today","40527 
(1st Dose: 9499 
2nd Dose: 17959 
Precaution Dose: 13069)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23428758(100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 85% for 15yrs above population)","19025959 (85%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","487614"
"Cumulative Coverage of Total COVID-19 Vaccination","42942331"
"COVID-19 Today (10-05-2022) Positivity Rate","4.48%"
"Recovery Rate","98.69%"
"Fatality Rate","1.06%"
