"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,771+1","15,635+2","102","34-1","22-Dec-21"
"2","Coochbehar","29,870+10","29,641+9","99","130+1","22-Dec-21"
"3","Darjeeling","58,346+18","57,553+17","551+1","242","22-Dec-21"
"4","Kalimpong","7,160+1","7,086+1","54","20","22-Dec-21"
"5","Jalpaiguri","42,689+5","41,942+11","592","155-6","22-Dec-21"
"6","Uttar Dinajpur","20,157+3","19,859+4","241","57-1","22-Dec-21"
"7","Dakshin Dinajpur","18,674+3","18,402+7","176","96-4","22-Dec-21"
"8","Malda","33,851+4","33,588+5","188","75-1","22-Dec-21"
"9","Murshidabad","34,241+1","33,858+4","331","52-3","22-Dec-21"
"10","Nadia","74,845+30","73,609+23","901","335+7","22-Dec-21"
"11","Birbhum","42,005+10","41,506+15","293","206-5","22-Dec-21"
"12","Purulia","19,516+2","19,379+2","114","23","22-Dec-21"
"13","Bankura","36,986+4","36,594+8","276","116-4","22-Dec-21"
"14","Jhargram","12,364+1","12,289+4","27","48-3","22-Dec-21"
"15","Paschim Medinipur","54,353+16","53,674+12","510","169+4","22-Dec-21"
"16","Purba Medinipur","63,555+7","63,057+6","404","94+1","22-Dec-21"
"17","Purba Bardhaman","42,758+6","42,432+8","209","117-2","22-Dec-21"
"18","Paschim Bardhaman","58,882+20","58,257+18","364","261+2","22-Dec-21"
"19","Howrah","1,01,323+32","99,318+32","1,544","461","22-Dec-21"
"20","Hooghly","89,107+40","87,521+39","1,031+1","555","22-Dec-21"
"21","North 24 Parganas","3,35,696+88","3,29,402+90","5,004+1","1,290-3","22-Dec-21"
"22","South 24 Parganas","1,03,801+36","1,01,887+37","1,390+1","524-2","22-Dec-21"
"23","Kolkata","3,32,964+178","3,25,293+165","5,298+2","2,373+11","22-Dec-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","16,28,980+516","16,01,845+519","19,702+6","7,433-9",""
