"1","Total Samples taken","18731446"
"2","Sample collected on the day","18480"
"3","Test conducted on the day","18225"
"4","Total No. of patients tested Positive","758673"
"5","No. of patients discharged","740696"
"6","Positive cases on the day","31"
"7","Number of active Cases","254"
"8","Total Deaths reported","17723"
"9","No. of Patients on oxygen support","14"
"10","Patients at critical care Level-3 facilities","1"
"11","Patients who are critical and on ventilator support","2"
"12","Healthcare Workers vaccinated with 1st dose on the day","8"
"13","Total Healthcare Workers vaccinated with 1st dose","218423"
"14","Frontline Workers vaccinated with 1st dose on the day","11"
"15","Total Frontline Workers vaccinated with 1st dose","1116699"
"16","Healthcare Workers vaccinated with 2nd dose on the day","149"
"17","Total Healthcare Workers vaccinated with 2nd dose","207528"
"18","Frontline Workers vaccinated with 2nd dose on the day","373"
"19","Total Frontline Workers vaccinated with 2nd dose","999330"
"20","Above 45 Vaccinated with 1st dose on the day","2022"
"21","Total Above 45 Vaccinated with 1st dose","8234331"
"22","Above 45 Vaccinated with 2nd dose on the day","9737"
"23","Total Above 45 Vaccinated with 2nd dose","6654586"
"24","18-44 years age group Vaccinated with 1st dose on the day","5616"
"25","Total 18-44 years age group Vaccinated with 1st dose","12346663"
"26","18-44 years age group Vaccinated with 2nd dose on the day","21281"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8565977"
"28","15-17 years age group Vaccinated with 1st dose on the day","3712"
"29","Total 15-17 years age group Vaccinated with 1st dose","859297"
"30","15-17 years age group Vaccinated with 2nd dose on the day","11612"
"31","Total 15-17 years age group Vaccinated with 2nddose","319161"
"32","Precautionary dose given on the day","1659"
"33","Total Precautionary dose given","414532"
"34","Total Vaccination 1st dose on the day","7657"
"35","Total Vaccination 2nd dose on the day","31540"
"36","Total Vaccination 1st and 2nd dose on the day","39197"
