"Total No. of Sample Taken Today","16436"
"Total No. of Positive Cases Detected Today","624"
"Total Active COVID-19 Patients","2415"
"Total No. of Active Cases under Home Isolation (29-04-2022)","2380"
"Total No. of Samples found Positive till date","992018"
"Total Positive COVID-19 Patients Recovered / Discharged till date","978961"
"No. of Deaths","10619"
"Total No. of People Vaccinated Today","38405 
(1st Dose: 13570 
2nd Dose: 19583 
Precaution Dose: 5252)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23356458(100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 85% for 15yrs above population)","18896784 (85%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","398495"
"Cumulative Coverage of Total COVID-19 Vaccination","42651737"
"COVID-19 Today (29-04-2022) Positivity Rate","3.95%"
"Recovery Rate","98.68%"
"Fatality Rate","1.07%"
