"1","Total Samples taken","18190057"
"2","Sample collected on the day","29729"
"3","Test conducted on the day","29511"
"4","Total No. of patients tested Positive","755234"
"5","No. of patients discharged","733402"
"6","Positive cases on the day","444"
"7","Number of active Cases","4247"
"8","Total Deaths reported","17585"
"9","No. of Patients on oxygen support","279"
"10","Patients at critical care Level-3 facilities","80"
"11","Patients who are critical and on ventilator support","20"
"12","Healthcare Workers vaccinated with 1st dose on the day","19"
"13","Total Healthcare Workers vaccinated with 1st dose","218248"
"14","Frontline Workers vaccinated with 1st dose on the day","64"
"15","Total Frontline Workers vaccinated with 1st dose","1116180"
"16","Healthcare Workers vaccinated with 2nd dose on the day","681"
"17","Total Healthcare Workers vaccinated with 2nd dose","202157"
"18","Frontline Workers vaccinated with 2nd dose on the day","3438"
"19","Total Frontline Workers vaccinated with 2nd dose","970042"
"20","Above 45 Vaccinated with 1st dose on the day","60280"
"21","Total Above 45 Vaccinated with 1st dose","7929233"
"22","Above 45 Vaccinated with 2nd dose on the day","49446"
"23","Total Above 45 Vaccinated with 2nd dose","6265623"
"24","18-44 years age group Vaccinated with 1st dose on the day","123436"
"25","Total 18-44 years age group Vaccinated with 1st dose","11734884"
"26","18-44 years age group Vaccinated with 2nd dose on the day","86415"
"27","Total 18-44 years age group Vaccinated with 2nd dose","7765337"
"28","15-17 years age group Vaccinated with 1st dose on the day","15912"
"29","Total 15-17 years age group Vaccinated with 1st dose","698397"
"30","15-17 years age group Vaccinated with 2nd dose on the day","4675"
"31","Total 15-17 years age group Vaccinated with 2nd dose","29934"
"32","Precautionary dose given on the day","8749"
"33","Total Precautionary dose given","335885"
"34","Total Vaccination 1st dose on the day","183799"
"35","Total Vaccination 2nd dose on the day","139980"
"36","Total Vaccination 1st and 2nd dose on the day","323779"
