"Total No. of Sample Taken Today","8910"
"Total No. of Positive Cases Detected Today","249"
"Total Active COVID-19 Patients","1102"
"Total No. of Active Cases under Home Isolation (19-04-2022)","1088"
"Total No. of Samples found Positive till date","987479"
"Total Positive COVID-19 Patients Recovered / Discharged till date","975736"
"No. of Deaths","10618"
"Total No. of People Vaccinated Today","41410 
(1st Dose: 11821 
2nd Dose: 23134 
Precaution Dose: 6455)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23250348 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 18yrs above population)","18694988 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","339968"
"Cumulative Coverage of Total COVID-19 Vaccination","42285304"
"COVID-19 Today (19-04-2022) Positivity Rate","4.18%"
"Recovery Rate","98.81%"
"Fatality Rate","1.08%"
"Tests Per Million Population","677937"
