"Total No. of Sample Taken Today","8257"
"Total No. of Positive Cases Detected Today","218"
"Total Active COVID-19 Patients","1565"
"Total No. of Active Cases under Home Isolation (16-05-2022)","1539"
"Total No. of Samples found Positive till date","999415"
"Total Positive COVID-19 Patients Recovered / Discharged till date","987206"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","24443 
(1st Dose: 4355 
2nd Dose: 8745 
Precaution Dose: 11343"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23463326 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19088958 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","552722"
"Cumulative Coverage of Total COVID-19 Vaccination","43105006"
"COVID-19 Today (16-05-2022) Positivity Rate","2.03%"
"Recovery Rate","98.78%"
"Fatality Rate","1.06%"
