"1","Total Samples taken","18628995"
"2","Sample collected on the day","19864"
"3","Test conducted on the day","19682"
"4","Total No. of patients tested Positive","758453"
"5","No. of patients discharged","740350"
"6","Positive cases on the day","42"
"7","Number of active Cases","383"
"8","Total Deaths reported","17720"
"9","No. of Patients on oxygen support","33"
"10","Patients at critical care Level-3 facilities","7"
"11","Patients who are critical and on ventilator support","4"
"12","Healthcare Workers vaccinated with 1st dose on the day","1"
"13","Total Healthcare Workers vaccinated with 1st dose","218399"
"14","Frontline Workers vaccinated with 1st dose on the day","2"
"15","Total Frontline Workers vaccinated with 1st dose","1116644"
"16","Healthcare Workers vaccinated with 2nd dose on the day","104"
"17","Total Healthcare Workers vaccinated with 2nd dose","206642"
"18","Frontline Workers vaccinated with 2nd dose on the day","746"
"19","Total Frontline Workers vaccinated with 2nd dose","996855"
"20","Above 45 Vaccinated with 1st dose on the day","3157"
"21","Total Above 45 Vaccinated with 1st dose","8219255"
"22","Above 45 Vaccinated with 2nd dose on the day","4296"
"23","Total Above 45 Vaccinated with 2nd dose","6594717"
"24","18-44 years age group Vaccinated with 1st dose on the day","6175"
"25","Total 18-44 years age group Vaccinated with 1st dose","12300915"
"26","18-44 years age group Vaccinated with 2nd dose on the day","8981"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8426914"
"28","15-17 years age group Vaccinated with 1st dose on the day","1395"
"29","Total 15-17 years age group Vaccinated with 1st dose","816823"
"30","15-17 years age group Vaccinated with 2nd dose on the day","3510"
"31","Total 15-17 years age group Vaccinated with 2nddose","228889"
"32","Precautionary dose given on the day","892"
"33","Total Precautionary dose given","404366"
"34","Total Vaccination 1st dose on the day","9335"
"35","Total Vaccination 2nd dose on the day","14127"
"36","Total Vaccination 1st and 2nd dose on the day","23462"
