"Total No. of Sample Taken Today","31641"
"Total No. of Positive Cases Detected Today","27"
"Total Positive Cases under Home Isolation (01-12-2021)","128"
"Total No. of Samples Sent till date","13648893"
"Total No. of Samples found Positive till date","771760 
(M: 471562 
F: 300181 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761528"
"Total Active COVID-19 Patients","155"
"No. of Deaths","10054"
"Total No. of People Vaccinated today","126100 
(1st Dose: 32198, 
2nd Dose: 93902"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","18652926 (91%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","10286693 (50%)"
"Cumulative Coverage of Total COVID-19 Vaccination","28939619"
"COVID-19 Today (02-12-2021) Positivity Rate","0.09%"
"COVID-19 Cumulative Positivity Rate","5.67%"
"Recovery Rate","98.68%"
"Fatality Rate","1.30%"
"Tests Per Million Population","538418"
