"1","Total Samples taken","19121017"
"2","Sample collected on the day","10503"
"3","Test conducted on the day","10388"
"4","Total No. of patients tested Positive","759234"
"5","No. of patients discharged","741433"
"6","Positive cases on the day","11"
"7","Number of active Cases","58"
"8","Total Deaths reported","17743"
"9","No. of Patients on oxygen support","4"
"10","Patients at critical care Level-3 facilities","2"
"11","Patients who are critical and on ventilator support","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","0"
"13","Total Healthcare Workers vaccinated with 1st dose","218505"
"14","Frontline Workers vaccinated with 1st dose on the day","1"
"15","Total Frontline Workers vaccinated with 1st dose","1116900"
"16","Healthcare Workers vaccinated with 2nd dose on the day","4"
"17","Total Healthcare Workers vaccinated with 2nd dose","209003"
"18","Frontline Workers vaccinated with 2nd dose on the day","52"
"19","Total Frontline Workers vaccinated with 2nd dose","1008040"
"20","Above 45 Vaccinated with 1st dose on the day","249"
"21","Total Above 45 Vaccinated with 1st dose","8271522"
"22","Above 45 Vaccinated with 2nd dose on the day","1729"
"23","Total Above 45 Vaccinated with 2nd dose","6851068"
"24","18-44 years age group Vaccinated with 1st dose on the day","485"
"25","Total 18-44 years age group Vaccinated with 1st dose","12435445"
"26","18-44 years age group Vaccinated with 2nd dose on the day","3712"
"27","Total 18-44 years age group Vaccinated with 2nd dose","9001820"
"28","15-17 years age group Vaccinated with 1st dose on the day","328"
"29","Total 15-17 years age group Vaccinated with 1st dose","992923"
"30","15-17 years age group Vaccinated with 2nd dose on the day","1121"
"31","Total 15-17 years age group Vaccinated with 2nddose","524344"
"32","12-14 years age group Vaccinated with 1st dose on the day","975"
"33","Total 12-14 years age group Vaccinated with 1st dose","352352"
"34","12-14 years age group Vaccinated with 2nd dose on the day","34"
"35","Total 12-14 years age group Vaccinated with 2nd dose","325"
"36","Precautionary dose given on the day","788"
"37","Total Precautionary dose given","475770"
"38","Total Vaccination 1st dose on the day","735"
"39","Total Vaccination 2nd dose on the day","5497"
"40","Total Vaccination 1st and 2nd dose on the day","6232"
