"Total No. of Sample Taken Today","14843"
"Total No. of Positive Cases Detected Today","343"
"Total Active COVID-19 Patients","1929"
"Total No. of Active Cases under Home Isolation (14-05-2022)","1893"
"Total No. of Samples found Positive till date","998895"
"Total Positive COVID-19 Patients Recovered / Discharged till date","986322"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","29631 
(1st Dose: 4765 
2nd Dose: 10709 
Precaution Dose: 14157)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23458179(100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19078047 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","536975"
"Cumulative Coverage of Total COVID-19 Vaccination","43043570"
"COVID-19 Today (14-05-2022) Positivity Rate","2.36%"
"Recovery Rate","98.74%"
"Fatality Rate","1.06%"
