"Total No. of Sample Taken Today","24215"
"Total No. of Positive Cases Detected Today","15"
"Total Positive Cases under Home Isolation (11-11-2021)","82"
"Total No. of Samples Sent till date","13237596"
"Total No. of Samples found Positive till date","771403 
(M: 471369 
F: 300017 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761223"
"Total Active COVID-19 Patients","107"
"No. of Deaths","10050"
"Total No. of People Vaccinated today","103364 
(1st Dose: 26603, 
2nd Dose: 76761"
"Cumulative Coverage of Vaccination","26695776"
"COVID-19 Today (12-11-2021) Positivity Rate","0.06%"
"COVID-19 Cumulative Positivity Rate","5.84%"
"Recovery Rate","98.68%"
"Fatality Rate","1.30%"
"Tests Per Million Population","522193"
