"Total No. of Sample Taken Today","30065"
"Total No. of Positive Cases Detected Today","30"
"Total Positive Cases under Home Isolation (11-12-2021)","189"
"Total No. of Samples Sent till date","13996696"
"Total No. of Samples found Positive till date","772019 
(M: 471703 
F: 300299 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761712"
"Total Active COVID-19 Patients","229"
"No. of Deaths","10055"
"Total No. of People Vaccinated today","45130 
(1st Dose: 9598, 
2nd Dose: 35532"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","18939416 (92%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","11311666 (55%)"
"Cumulative Coverage of Total COVID-19 Vaccination","30251082"
"COVID-19 Today (12-12-2021) Positivity Rate","0.08%"
"COVID-19 Cumulative Positivity Rate","5.53%"
"Recovery Rate","98.66%"
"Fatality Rate","1.30%"
"Tests Per Million Population","552138"
