"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,734+4","15,586+4","102","46","4-Dec-21"
"2","Coochbehar","29,696+12","29,464+11","98","134+1","4-Dec-21"
"3","Darjeeling","58,035+19","57,226+21","549","260-2","4-Dec-21"
"4","Kalimpong","7,140+1","7,057+2","54","29-1","4-Dec-21"
"5","Jalpaiguri","42,483+12","41,728+14","590","165-2","4-Dec-21"
"6","Uttar Dinajpur","20,084+6","19,788+5","240","56+1","4-Dec-21"
"7","Dakshin Dinajpur","18,564+11","18,213+15","175","176-4","4-Dec-21"
"8","Malda","33,778+27","33,460+9","188","130+18","4-Dec-21"
"9","Murshidabad","34,178+8","33,784+5","330","64+3","4-Dec-21"
"10","Nadia","74,385+30","73,212+23","887","286+7","4-Dec-21"
"11","Birbhum","41,719+21","41,249+14","289","181+7","4-Dec-21"
"12","Purulia","19,486+1","19,349+2","114","23-1","4-Dec-21"
"13","Bankura","36,853+11","36,446+11","276","131","4-Dec-21"
"14","Jhargram","12,301+1","12,234+3","27","40-2","4-Dec-21"
"15","Paschim Medinipur","54,134+10","53,474+12","510","150-2","4-Dec-21"
"16","Purba Medinipur","63,438+13","62,929+8","401","108+5","4-Dec-21"
"17","Purba Bardhaman","42,619+5","42,256+14","206","157-9","4-Dec-21"
"18","Paschim Bardhaman","58,532+20","57,927+20","360","245","4-Dec-21"
"19","Howrah","1,00,751+29","98,671+46","1,537","543-17","4-Dec-21"
"20","Hooghly","88,394+48","86,771+50","1,018+3","605-5","4-Dec-21"
"21","North 24 Parganas","3,33,970+107","3,27,649+113","4,950+4","1,371-10","4-Dec-21"
"22","South 24 Parganas","1,03,143+47","1,01,137+52","1,384+2","622-7","4-Dec-21"
"23","Kolkata","3,29,774+177","3,22,401+173","5,256+1","2,117+3","4-Dec-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","16,19,257+620","15,92,074+627","19,544+10","7,639-17",""
