"1","Total Samples taken","*18852044"
"2","Sample collected on the day","10653"
"3","Test conducted on the day","10912"
"4","Total No. of patients tested Positive","758931"
"5","No. of patients discharged","740979"
"6","Positive cases on the day","18"
"7","Number of active Cases","215"
"8","Total Deaths reported","17737"
"9","No. of Patients on oxygen support","28"
"10","Patients at critical care Level-3 facilities","9"
"11","Patients who are critical and on ventilator support","10"
"12","Healthcare Workers vaccinated with 1st dose on the day","1"
"13","Total Healthcare Workers vaccinated with 1st dose","218445"
"14","Frontline Workers vaccinated with 1st dose on the day","1"
"15","Total Frontline Workers vaccinated with 1st dose","1116760"
"16","Healthcare Workers vaccinated with 2nd dose on the day","14"
"17","Total Healthcare Workers vaccinated with 2nd dose","207984"
"18","Frontline Workers vaccinated with 2nd dose on the day","182"
"19","Total Frontline Workers vaccinated with 2nd dose","1001522"
"20","Above 45 Vaccinated with 1st dose on the day","280"
"21","Total Above 45 Vaccinated with 1st dose","8242863"
"22","Above 45 Vaccinated with 2nd dose on the day","1573"
"23","Total Above 45 Vaccinated with 2nd dose","6700204"
"24","18-44 years age group Vaccinated with 1st dose on the day","768"
"25","Total 18-44 years age group Vaccinated with 1st dose","12371959"
"26","18-44 years age group Vaccinated with 2nd dose on the day","3178"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8663525"
"28","15-17 years age group Vaccinated with 1st dose on the day","477"
"29","Total 15-17 years age group Vaccinated with 1st dose","892954"
"30","15-17 years age group Vaccinated with 2nd dose on the day","1281"
"31","Total 15-17 years age group Vaccinated with 2nddose","379641"
"32","12-14 years age group Vaccinated with 1st dose on the day","2252"
"33","Total 12-14 years age group Vaccinated with 1st dose","26547"
"34","Precautionary dose given on the day","463"
"35","Total Precautionary dose given","423155"
"36","Total Vaccination 1st dose on the day","1050"
"37","Total Vaccination 2nd dose on the day","4947"
"38","Total Vaccination 1st and 2nd dose on the day","5997"
