"Total No. of Sample Taken Today","32695"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 94)","1303"
"Total Active COVID-19 Patients","10199"
"Total No. of Active Cases under Home Isolation (08-02-2022)","9347"
"Total No. of Samples found Positive till date 
Total Omicron Cases:752 (Active – 5, Discharged - 747)","967397"
"Total Positive COVID-19 Patients Recovered / Discharged till date","946742"
"No. of Deaths","10433"
"Total No. of People Vaccinated today","138171 
(1st Dose: 25525, 
2nd Dose: 106550 
Precaution Dose: 6096)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18 yrs above population)","22646825 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 83% for 18yrs above population)","17132138 (83%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","181768"
"Cumulative Coverage of Total COVID-19 Vaccination","39960731"
"COVID-19 Today (08-02-2022) Positivity Rate","5.54%"
"Recovery Rate","97.86%"
"Fatality Rate","1.08%"
"Tests Per Million Population","634375"
