"Total No. of Sample Taken Today","4924"
"Total No. of Positive Cases Detected Today","39"
"Total Active COVID-19 Patients","314"
"Total No. of Active Cases under Home Isolation (24-09-2022)","273"
"Total No. of Samples found Positive till date","1054683"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1043643"
"No. of Deaths","10703"
"Total No. of People Vaccinated Today","3402 
(1st Dose: 234 
2nd Dose: 1059 
Precaution Dose: 2109)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23662496 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19802493 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1888616"
"Cumulative Coverage of Total COVID-19 Vaccination","45353605"
"COVID-19 Today (24-09-2022) Positivity Rate","0.54%"
"Recovery Rate","98.95%"
"Fatality Rate","1.01%"
