"Total No. of Sample Taken Today","31037"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","1173"
"Total Active COVID-19 Patients","6866"
"Total No. of Active Cases under Home Isolation (12-02-2022)","6124"
"Total No. of Samples found Positive till date 
Total Omicron Cases:752 (Active – 0, Discharged - 752)","972684"
"Total Positive COVID-19 Patients Recovered / Discharged till date","955316"
"No. of Deaths","10479"
"Total No. of People Vaccinated today","89136 
(1st Dose: 16071, 
2nd Dose: 68113 
Precaution Dose: 4952)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22722203 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 83% for 18yrs above population)","17403575 (83%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","201669"
"Cumulative Coverage of Total COVID-19 Vaccination","40327447"
"COVID-19 Today (12-02-2022) Positivity Rate","3.88%"
"Recovery Rate","98.21%"
"Fatality Rate","1.08%"
"Tests Per Million Population","639443"
