"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,672+4","15,534+3","102","36+1","20-Nov-21"
"2","Coochbehar","29,536+19","29,308+11","97","131+8","20-Nov-21"
"3","Darjeeling","57,731+29","56,888+27","547+1","296+1","20-Nov-21"
"4","Kalimpong","7,109+1","7,024+3","54","31-2","20-Nov-21"
"5","Jalpaiguri","42,266+20","41,536+13","584","146+7","20-Nov-21"
"6","Uttar Dinajpur","20,025+2","19,717+7","240","68-5","20-Nov-21"
"7","Dakshin Dinajpur","18,362+7","17,977+21","172","213-14","20-Nov-21"
"8","Malda","33,620+6","33,336+9","187","97-3","20-Nov-21"
"9","Murshidabad","34,099+5","33,717+5","330","52","20-Nov-21"
"10","Nadia","74,060+21","72,850+32","876+1","334-12","20-Nov-21"
"11","Birbhum","41,493+17","41,056+13","289","148+4","20-Nov-21"
"12","Purulia","19,457+2","19,325+2","114","18","20-Nov-21"
"13","Bankura","36,713+8","36,258+17","276","179-9","20-Nov-21"
"14","Jhargram","12,252+7","12,174+4","27","51+3","20-Nov-21"
"15","Paschim Medinipur","53,960+12","53,280+16","508","172-4","20-Nov-21"
"16","Purba Medinipur","63,302+9","62,802+9","400","100","20-Nov-21"
"17","Purba Bardhaman","42,436+13","42,035+19","202","199-6","20-Nov-21"
"18","Paschim Bardhaman","58,221+11","57,651+21","358","212-10","20-Nov-21"
"19","Howrah","1,00,103+59","97,928+60","1,532","643-1","20-Nov-21"
"20","Hooghly","87,653+52","85,997+61","1,007","649-9","20-Nov-21"
"21","North 24 Parganas","3,32,206+147","3,25,927+127","4,898+2","1,381+18","20-Nov-21"
"22","South 24 Parganas","1,02,370+63","1,00,334+62","1,367+2","669-1","20-Nov-21"
"23","Kolkata","3,27,133+213","3,19,725+203","5,213+1","2,195+9","20-Nov-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","16,09,845+727","15,82,442+745","19,383+7","8,020-25",""
