"Total No. of Sample Taken Today","24959"
"Total No. of Positive Cases Detected Today","13"
"Total Positive Cases under Home Isolation (09-11-2021)","72"
"Total No. of Samples Sent till date","13189533"
"Total No. of Samples found Positive till date","771368 
(M: 471350 
F: 300001 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761200"
"Total Active COVID-19 Patients","95"
"No. of Deaths","10050"
"Total No. of People Vaccinated today","112375 
(1st Dose: 28225, 
2nd Dose: 84150"
"Cumulative Coverage of Vaccination","26486340"
"COVID-19 Today (10-11-2021) Positivity Rate","0.06%"
"COVID-19 Cumulative Positivity Rate","5.86%"
"Recovery Rate","98.68%"
"Fatality Rate","1.30%"
"Tests Per Million Population","520297"
