"Total No. of Sample Taken Today","22776"
"Total No. of Positive Cases Detected Today","18"
"Total Positive Cases under Home Isolation (16-11-2021)","105"
"Total No. of Samples Sent till date","13337663"
"Total No. of Samples found Positive till date","771481 
(M: 471413 
F: 300051 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761283"
"Total Active COVID-19 Patients","124"
"No. of Deaths","10051"
"Total No. of People Vaccinated today","102324 
(1st Dose: 31067, 
2nd Dose: 71257"
"Cumulative Coverage of COVID-19 Vaccination - 1sr Dose","18122501 (88%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","9064556 (44%)"
"Cumulative Coverage of Total COVID-19 Vaccination","27187057"
"COVID-19 Today (17-11-2021) Positivity Rate","0.09%"
"COVID-19 Cumulative Positivity Rate","5.79%"
"Recovery Rate","98.68%"
"Fatality Rate","1.30%"
"Tests Per Million Population","526141"
