"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","769313","3","49692","0","446","11","49218","28"
"2","ALWAR","1545639","7","84404","0","320","0","84035","49"
"3","BANSWARA","302749","3","14726","0","106","11","14588","32"
"4","BARAN","222579","0","15236","0","64","0","15157","15"
"5","BARMER","397547","0","21449","0","205","3","21221","23"
"6","BHARATPUR","469101","6","31408","0","272","3","31119","17"
"7","BHILWARA","494978","2","38174","0","162","2","38002","10"
"8","BIKANER","716342","1","49866","0","584","12","49241","41"
"9","BUNDI","224174","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","445424","0","29361","0","140","1","29204","17"
"11","CHURU","416641","5","20795","0","114","9","20629","52"
"12","DAUSA","278346","1","15769","0","80","5","15687","2"
"13","DHOLPUR","272256","1","13746","0","49","0","13686","11"
"14","DUNGARPUR","325401","0","25497","0","134","3","25363","0"
"15","GANGANAGAR","415175","5","28124","0","158","4","27915","51"
"16","HANUMANGARH","478221","7","22469","0","114","11","22313","42"
"17","JAIPUR","3255488","51","273916","0","2110","125","271195","611"
"18","JAISALMER","240157","0","17036","0","68","2","16961","7"
"19","JALORE","437088","0","10537","0","78","2","10450","9"
"20","JHALAWAR","365849","1","17697","0","207","2","17481","9"
"21","JHUNJHUNU","479848","0","19155","0","181","6","18961","13"
"22","JODHPUR","1377555","10","140904","0","1163","22","139661","80"
"23","KARAULI","231255","0","8963","0","84","1","8877","2"
