"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,774+3","15,637+2","102","35+1","23-Dec-21"
"2","Coochbehar","29,879+9","29,650+9","99","130","23-Dec-21"
"3","Darjeeling","58,363+17","57,570+17","551","242","23-Dec-21"
"4","Kalimpong","7,161+1","7,087+1","54","20","23-Dec-21"
"5","Jalpaiguri","42,701+12","41,953+11","592","156+1","23-Dec-21"
"6","Uttar Dinajpur","20,158+1","19,863+4","241","54-3","23-Dec-21"
"7","Dakshin Dinajpur","18,680+6","18,409+7","176","95-1","23-Dec-21"
"8","Malda","33,855+4","33,593+5","188","74-1","23-Dec-21"
"9","Murshidabad","34,247+6","33,862+4","331","54+2","23-Dec-21"
"10","Nadia","74,879+34","73,633+24","901","345+10","23-Dec-21"
"11","Birbhum","42,015+10","41,521+15","294+1","200-6","23-Dec-21"
"12","Purulia","19,518+2","19,381+2","114","23","23-Dec-21"
"13","Bankura","36,996+10","36,602+8","276","118+2","23-Dec-21"
"14","Jhargram","12,367+3","12,292+3","27","48","23-Dec-21"
"15","Paschim Medinipur","54,368+15","53,686+12","510","172+3","23-Dec-21"
"16","Purba Medinipur","63,562+7","63,064+7","404","94","23-Dec-21"
"17","Purba Bardhaman","42,765+7","42,440+8","209","116-1","23-Dec-21"
"18","Paschim Bardhaman","58,894+12","58,276+19","364","254-7","23-Dec-21"
"19","Howrah","1,01,354+31","99,351+33","1,544","459-2","23-Dec-21"
"20","Hooghly","89,134+27","87,561+40","1,032+1","541-14","23-Dec-21"
"21","North 24 Parganas","3,35,777+81","3,29,495+93","5,005+1","1,277-13","23-Dec-21"
"22","South 24 Parganas","1,03,836+35","1,01,925+38","1,391+1","520-4","23-Dec-21"
"23","Kolkata","3,33,181+217","3,25,463+170","5,299+1","2,419+46","23-Dec-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","16,29,530+550","16,02,377+532","19,707+5","7,446+13",""
