"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,964+53","15,726+10","102","136+43","9-Jan-22"
"2","Coochbehar","30,258+58","29,907+23","99","252+35","9-Jan-22"
"3","Darjeeling","60,142+382","58,380+97","555","1,207+285","9-Jan-22"
"4","Kalimpong","7,301+40","7,147+7","55","99+33","9-Jan-22"
"5","Jalpaiguri","43,560+106","42,404+53","595","561+53","9-Jan-22"
"6","Uttar Dinajpur","20,937+170","20,109+49","242","586+121","9-Jan-22"
"7","Dakshin Dinajpur","19,229+123","18,668+30","178","383+93","9-Jan-22"
"8","Malda","35,999+306","34,331+137","188","1,480+169","9-Jan-22"
"9","Murshidabad","36,172+375","34,451+119","332","1,389+256","9-Jan-22"
"10","Nadia","78,100+560","75,029+188","903","2,168+372","9-Jan-22"
"11","Birbhum","46,468+654","43,195+272","301","2,972+382","9-Jan-22"
"12","Purulia","20,984+277","19,798+93","114","1,072+184","9-Jan-22"
"13","Bankura","38,346+292","37,128+76","276","942+216","9-Jan-22"
"14","Jhargram","13,028+145","12,514+40","27","487+105","9-Jan-22"
"15","Paschim Medinipur","56,564+362","54,566+131","514","1,484+231","9-Jan-22"
"16","Purba Medinipur","64,606+92","63,543+66","406+1","657+25","9-Jan-22"
"17","Purba Bardhaman","46,048+616","43,504+201","212+2","2,332+413","9-Jan-22"
"18","Paschim Bardhaman","65,949+1,008","61,162+399","370+2","4,417+607","9-Jan-22"
"19","Howrah","1,13,088+1,625","1,04,451+638","1,564+1","7,073+986","9-Jan-22"
"20","Hooghly","95,751+934","90,513+381","1,049+1","4,189+552","9-Jan-22"
"21","North 24 Parganas","3,62,075+4,297","3,39,991+1,491","5,056+2","17,028+2,804","9-Jan-22"
"22","South 24 Parganas","1,10,950+1,255","1,05,098+373","1,413+3","4,439+879","9-Jan-22"
"23","Kolkata","3,92,747+5,556","3,53,543+3,313","5,363+4","33,841+2,239","9-Jan-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","17,74,332+19,286","16,65,221+8,187","19,917+16","89,194+11,083",""
