,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
0,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Anjaw,0,0,0,8,5,19,0,0.0,0.0,0.0,15.0,116.0,408.0,21089,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1068,3,1065,21018,12027,9317,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
1,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Changlang,0,0,0,4,26,149,0,0.0,0.0,0.0,28.0,484.0,1116.0,147951,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3809,22,3787,79499,93258,66652,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
2,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,East Kameng,0,0,0,0,2,8,0,0.0,0.0,0.0,0.0,108.0,276.0,78413,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1094,0,1094,52766,23461,17868,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
3,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,East Siang,0,0,0,25,44,78,0,0.0,0.0,1.0,109.0,287.0,477.0,99019,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3221,17,3204,61677,55696,45231,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
4,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Kamle,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,70.0,106.0,22256,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,512,0,512,6582,7428,4681,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
5,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Kra Daadi,0,0,0,0,1,8,0,0.0,0.0,0.0,0.0,11.0,50.0,0,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,270,0,270,6066,6455,4089,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
6,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Kurung Kumey,0,0,0,0,7,16,0,0.0,0.0,0.0,0.0,272.0,160.0,89717,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,511,1,510,9174,9776,6533,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
7,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Lepa Rada,0,0,0,0,0,10,0,0.0,0.0,0.0,6.0,36.0,100.0,0,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,876,3,873,16772,13488,10978,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
8,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Lohit,0,0,0,9,19,72,0,0.0,0.0,0.0,76.0,237.0,581.0,145538,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,2888,26,2862,49264,32566,26006,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
9,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Longding,0,0,0,0,16,60,0,0.0,0.0,0.0,20.0,176.0,314.0,60000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,752,2,750,19907,20056,10187,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
10,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Lower Dibang Valley,0,0,0,8,15,30,0,4.0,0.0,1.0,87.0,159.0,465.0,53986,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,2437,11,2422,47257,33429,24648,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
11,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Lower Siang,0,0,0,1,1,5,0,0.0,0.0,0.0,7.0,42.0,199.0,80597,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,738,8,730,21552,16760,10935,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
12,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Lower Subansiri,0,0,0,8,14,42,0,0.0,0.0,1.0,44.0,300.0,646.0,82839,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3040,15,3025,49202,27878,22074,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
13,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Namsai,0,0,0,18,66,200,0,0.0,0.0,1.0,83.0,384.0,1252.0,95950,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,2130,17,2113,72110,65464,55074,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
14,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Pakke Kessang,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,77.0,259.0,0,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,453,0,453,10543,8315,6335,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
15,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Papum Pare,1,0,0,107,195,440,0,4.0,0.0,3.0,695.0,1171.0,2854.0,176385,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,18343,98,18235,383856,147985,117633,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
16,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Shi Yomi,0,0,0,0,0,0,0,0.0,0.0,0.0,6.0,0.0,10.0,13310,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,267,0,267,9574,6993,6083,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
17,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Siang,0,0,0,0,13,23,0,0.0,0.0,0.0,2.0,48.0,120.0,31920,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,415,3,412,8179,14775,10681,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
18,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Tawang,1,0,1,17,7,32,0,2.0,0.0,7.0,118.0,40.0,290.0,49950,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,2603,20,2577,42867,29832,25427,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
19,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Tirap,0,0,0,2,1,35,0,0.0,0.0,0.0,33.0,22.0,308.0,111997,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1109,5,1104,27813,31872,24729,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
20,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Upper Dibang Valley,0,0,0,0,0,4,0,0.0,0.0,0.0,5.0,6.0,36.0,7948,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,337,2,335,7178,4166,2714,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
21,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Upper Siang,0,0,1,0,8,20,0,0.0,0.0,2.0,1.0,92.0,195.0,35289,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1019,1,1017,14466,19079,15483,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
22,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,Upper Subansiri,0,0,0,0,2,81,0,0.0,0.0,0.0,4.0,42.0,323.0,83205,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1959,6,1952,38227,25180,19001,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
23,2021-12-04,AR,2,0,3,255,476,1478,0,19.0,0.0,24.0,1692.0,4458.0,11481.0,West Kameng,0,0,1,46,24,114,0,9.0,0.0,8.0,328.0,159.0,738.0,87013,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3572,14,3548,103435,56660,45783,2021-12-04 23:55:23,1504000,2021-12-04 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55288,280,54976,1187614,796959,618033
