"Total No. of Sample Taken Today","11143"
"Total No. of Positive Cases Detected Today","123"
"Total Active COVID-19 Patients","762"
"Total No. of Active Cases under Home Isolation (07-09-2022)","689"
"Total No. of Samples found Positive till date","1053293"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1041818"
"No. of Deaths","10690"
"Total No. of People Vaccinated Today","8749 
(1st Dose: 456 
2nd Dose: 2475 
Precaution Dose: 5818)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23652933 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19775358 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1809929"
"Cumulative Coverage of Total COVID-19 Vaccination","45238220"
"COVID-19 Today (07-09-2022) Positivity Rate","1.17%"
"Recovery Rate","98.91%"
"Fatality Rate","1.01%"
