"1","Total Samples taken","17538719"
"2","Sample collected on the day","45690"
"3","Test conducted on the day","42664"
"4","Total No. of patients tested Positive","713445"
"5","No. of patients discharged","649995"
"6","Positive cases on the day","5664"
"7","Number of active Cases","46472"
"8","Total Deaths reported","16978"
"9","No. of Patients on oxygen support","1130"
"10","Patients at critical care Level-3 facilities","326"
"11","Patients who are critical and on ventilator support","109"
"12","Healthcare Workers vaccinated with 1st dose on the day","2"
"13","Total Healthcare Workers vaccinated with 1st dose","218481"
"14","Frontline Workers vaccinated with 1st dose on the day","35"
"15","Total Frontline Workers vaccinated with 1st dose","1115255"
"16","Healthcare Workers vaccinated with 2nd dose on the day","110"
"17","Total Healthcare Workers vaccinated with 2nd dose","184906"
"18","Frontline Workers vaccinated with 2nd dose on the day","317"
"19","Total Frontline Workers vaccinated with 2nd dose","878455"
"20","Above 45 Vaccinated with 1st dose on the day","16594"
"21","Total Above 45 Vaccinated with 1st dose","7176990"
"22","Above 45 Vaccinated with 2nd dose on the day","38586"
"23","Total Above 45 Vaccinated with 2nd dose","4993932"
"24","18-44 years age group Vaccinated with 1st dose on the day","52963"
"25","Total 18-44 years age group Vaccinated with 1st dose","10041781"
"26","18-44 years age group Vaccinated with 2nd dose on the day","93724"
"27","Total 18-44 years age group Vaccinated with 2nd dose","5914178"
"28","15-17 years age group Vaccinated with 1st dose on the day","10380"
"29","Total 15-17 years age group Vaccinated with 1st dose","251596"
"30","Precautionary dose given on the day","9165"
"31","Total Precautionary dose given","99815"
"32","Total Vaccination 1st dose on the day","79974"
"33","Total Vaccination 2nd dose on the day","132737"
"34","Total Vaccination 1st and 2nd dose on the day","212711"
