"Total No. of Sample Taken Today","15557"
"Total No. of Positive Cases Detected Today","437"
"Total Active COVID-19 Patients","2626"
"Total No. of Active Cases under Home Isolation (28-06-2022)","2546"
"Total No. of Samples found Positive till date","1014881"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1001610"
"No. of Deaths","10622"
"Total No. of People Vaccinated Today","19389 
(1st Dose: 1184 
2nd Dose: 6432 
Precaution Dose: 11773)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23570100 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 15yrs above population)","19444803 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","984409"
"Cumulative Coverage of Total COVID-19 Vaccination","43999312"
"COVID-19 Today (28-06-2022) Positivity Rate","3.30%"
"Recovery Rate","98.69%"
"Fatality Rate","1.05%"
