"1","Total Samples taken","18470772"
"2","Sample collected on the day","23107"
"3","Test conducted on the day","22966"
"4","Total No. of patients tested Positive","757859"
"5","No. of patients discharged","739310"
"6","Positive cases on the day","124"
"7","Number of active Cases","848"
"8","Total Deaths reported","17701"
"9","No. of Patients on oxygen support","78"
"10","Patients at critical care Level-3 facilities","24"
"11","Patients who are critical and on ventilator support","8"
"12","Healthcare Workers vaccinated with 1st dose on the day","1"
"13","Total Healthcare Workers vaccinated with 1st dose","218367"
"14","Frontline Workers vaccinated with 1st dose on the day","7"
"15","Total Frontline Workers vaccinated with 1st dose","1116584"
"16","Healthcare Workers vaccinated with 2nd dose on the day","114"
"17","Total Healthcare Workers vaccinated with 2nd dose","205748"
"18","Frontline Workers vaccinated with 2nd dose on the day","438"
"19","Total Frontline Workers vaccinated with 2nd dose","991805"
"20","Above 45 Vaccinated with 1st dose on the day","11667"
"21","Total Above 45 Vaccinated with 1st dose","8167952"
"22","Above 45 Vaccinated with 2nd dose on the day","12261"
"23","Total Above 45 Vaccinated with 2nd dose","6523853"
"24","18-44 years age group Vaccinated with 1st dose on the day","17254"
"25","Total 18-44 years age group Vaccinated with 1st dose","12204602"
"26","18-44 years age group Vaccinated with 2nd dose on the day","27672"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8262369"
"28","15-17 years age group Vaccinated with 1st dose on the day","8584"
"29","Total 15-17 years age group Vaccinated with 1st dose","774392"
"30","15-17 years age group Vaccinated with 2nd dose on the day","13509"
"31","Total 15-17 years age group Vaccinated with 2nddose","123598"
"32","Precautionary dose given on the day","2299"
"33","Total Precautionary dose given","391256"
"34","Total Vaccination 1st dose on the day","28929"
"35","Total Vaccination 2nd dose on the day","40485"
"36","Total Vaccination 1st and 2nd dose on the day","69414"
