"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,561+3","15,411+5","102","48-2","24-Oct-21"
"2","Coochbehar","29,208+10","28,981+14","97","130-4","24-Oct-21"
"3","Darjeeling","56,976+22","56,143+31","538","295-9","24-Oct-21"
"4","Kalimpong","7,020+2","6,926+4","54","40-2","24-Oct-21"
"5","Jalpaiguri","41,884+4","41,154+18","566","164-14","24-Oct-21"
"6","Uttar Dinajpur","19,816+1","19,520+7","236","60-6","24-Oct-21"
"7","Dakshin Dinajpur","17,793+15","17,480+15","169","144","24-Oct-21"
"8","Malda","33,330+1","33,077+7","186","67-6","24-Oct-21"
"9","Murshidabad","33,948+3","33,570+5","327","51-2","24-Oct-21"
"10","Nadia","73,076+45","71,774+46","853+2","449-3","24-Oct-21"
"11","Birbhum","41,037+16","40,636+11","286","115+5","24-Oct-21"
"12","Purulia","19,403+1","19,265+3","113","25-2","24-Oct-21"
"13","Bankura","36,174+22","35,724+18","274+1","176+3","24-Oct-21"
"14","Jhargram","12,114+4","12,030+6","27","57-2","24-Oct-21"
"15","Paschim Medinipur","53,429+29","52,650+28","506","273+1","24-Oct-21"
"16","Purba Medinipur","63,015+11","62,447+18","396","172-7","24-Oct-21"
"17","Purba Bardhaman","41,877+19","41,438+26","196","243-7","24-Oct-21"
"18","Paschim Bardhaman","57,593+28","57,053+18","356+1","184+9","24-Oct-21"
"19","Howrah","98,306+67","96,158+64","1,522","626+3","24-Oct-21"
"20","Hooghly","85,890+62","84,223+70","988","679-8","24-Oct-21"
"21","North 24 Parganas","3,28,333+142","3,22,264+128","4,809+3","1,260+11","24-Oct-21"
"22","South 24 Parganas","1,00,484+69","98,542+62","1,332+1","610+6","24-Oct-21"
"23","Kolkata","3,20,927+229","3,13,796+203","5,130+3","2,001+23","24-Oct-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","15,87,260+805","15,60,325+807","19,066+11","7,869-13",""
