"Total No. of Sample Taken Today","33650"
"Total No. of Positive Cases Detected Today","20"
"Total Positive Cases under Home Isolation (02-12-2021)","135"
"Total No. of Samples Sent till date","13682543"
"Total No. of Samples found Positive till date","771780 
(M: 471574 
F: 300189 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761544"
"Total Active COVID-19 Patients","159"
"No. of Deaths","10054"
"Total No. of People Vaccinated today","139509 
(1st Dose: 33519, 
2nd Dose: 105990"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","18686445 (91%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","10392683 (50%)"
"Cumulative Coverage of Total COVID-19 Vaccination","29079128"
"COVID-19 Today (03-12-2021) Positivity Rate","0.07%"
"COVID-19 Cumulative Positivity Rate","5.65%"
"Recovery Rate","98.67%"
"Fatality Rate","1.30%"
"Tests Per Million Population","539745"
