"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","783073","1","49723","0","446","0","49271","6"
"2","ALWAR","1593519","8","84464","0","320","0","84133","11"
"3","BANSWARA","314323","0","14763","0","106","0","14657","0"
"4","BARAN","231699","0","15247","0","64","0","15183","0"
"5","BARMER","401592","0","21454","0","205","0","21249","0"
"6","BHARATPUR","476190","0","31450","0","272","0","31178","0"
"7","BHILWARA","504868","1","38179","0","162","0","38014","3"
"8","BIKANER","734107","0","49902","0","586","1","49315","1"
"9","BUNDI","231000","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","450080","0","29374","0","140","0","29234","0"
"11","CHURU","432145","0","20819","0","114","0","20705","0"
"12","DAUSA","288166","0","15775","0","80","1","15695","0"
"13","DHOLPUR","278545","8","13767","0","49","3","13705","13"
"14","DUNGARPUR","327262","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","421434","1","28137","0","158","0","27978","1"
"16","HANUMANGARH","487140","0","22516","0","114","0","22402","0"
"17","JAIPUR","3365761","30","274666","0","2111","11","272397","158"
"18","JAISALMER","241885","0","17036","0","68","0","16968","0"
"19","JALORE","442476","0","10545","0","78","0","10467","0"
"20","JHALAWAR","386046","0","17707","0","207","0","17500","0"
"21","JHUNJHUNU","491027","0","19158","0","181","0","18977","0"
"22","JODHPUR","1412011","0","141089","0","1164","1","139922","3"
"23","KARAULI","236262","0","8968","0","84","0","8884","0"
