"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,750+1","15,609+2","102","39-1","12-Dec-21"
"2","Coochbehar","29,784+10","29,543+8","99","142+2","12-Dec-21"
"3","Darjeeling","58,164+11","57,371+14","549","244-3","12-Dec-21"
"4","Kalimpong","7,149+1","7,072+1","54","23","12-Dec-21"
"5","Jalpaiguri","42,576+10","41,823+9","590","163+1","12-Dec-21"
"6","Uttar Dinajpur","20,108+2","19,819+3","241","48-1","12-Dec-21"
"7","Dakshin Dinajpur","18,640+2","18,315+9","176","149-7","12-Dec-21"
"8","Malda","33,810+6","33,524+6","188","98","12-Dec-21"
"9","Murshidabad","34,205+3","33,818+3","331","56","12-Dec-21"
"10","Nadia","74,581+17","73,384+18","890+2","307-3","12-Dec-21"
"11","Birbhum","41,850+7","41,359+12","290","201-5","12-Dec-21"
"12","Purulia","19,497+2","19,362+1","114","21+1","12-Dec-21"
"13","Bankura","36,888+2","36,513+6","276","99-4","12-Dec-21"
"14","Jhargram","12,322+1","12,257+2","27","38-1","12-Dec-21"
"15","Paschim Medinipur","54,222+14","53,563+8","510","149+6","12-Dec-21"
"16","Purba Medinipur","63,493+2","62,992+6","401","100-4","12-Dec-21"
"17","Purba Bardhaman","42,681+5","42,339+8","206","136-3","12-Dec-21"
"18","Paschim Bardhaman","58,683+13","58,070+15","362+1","251-3","12-Dec-21"
"19","Howrah","1,01,014+25","98,979+29","1,541","494-4","12-Dec-21"
"20","Hooghly","88,719+38","87,117+34","1,022+1","580+3","12-Dec-21"
"21","North 24 Parganas","3,34,763+73","3,28,446+79","4,976+3","1,341-9","12-Dec-21"
"22","South 24 Parganas","1,03,468+38","1,01,488+35","1,387+1","593+2","12-Dec-21"
"23","Kolkata","3,31,176+135","3,23,656+131","5,275+2","2,245+2","12-Dec-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","16,23,609+418","15,96,482+439","19,610+10","7,517-31",""
