"1","Total Samples taken","16708367"
"2","Sample collected on the day","19561"
"3","Test conducted on the day","19160"
"4","Total No. of patients tested Positive","604092"
"5","No. of patients discharged","587142"
"6","Number of active Cases","314"
"7","Total Deaths reported","16636"
"8","No. of Patients on oxygen support","27"
"9","Patients at critical care Level-3 facilities","14"
"10","Patients who are critical and on ventilator support","0"
"11","Healthcare Workers vaccinated with 1st dose on the day","19"
"12","Total Healthcare Workers vaccinated with 1st dose","217901"
"13","Frontline Workers vaccinated with 1st dose on the day","75"
"14","Total Frontline Workers vaccinated with 1st dose","1154792"
"15","Healthcare Workers vaccinated with 2nd dose on the day","80"
"16","Total Healthcare Workers vaccinated with 2nd dose","141729"
"17","Frontline Workers vaccinated with 2nd dose on the day","494"
"18","Total Frontline Workers vaccinated with 2nd dose","343745"
"19","COVID-19 Vaccinated with 1st dose on the day
(Healthcare + Frontline Workers)","94"
"20","COVID-19 Vaccinated with 2nd dose on the day
(Healthcare + Frontline Workers)","574"
"21","Total COVID-19 Vaccinated with 1st dose
(Healthcare + Frontline Workers)","1372693"
"22","Total COVID-19 Vaccinated with 2nd dose
(Healthcare + Frontline Workers)","485474"
"23","Above 45 Vaccinated with 1st dose on the day","2623"
"24","Total Above 45 Vaccinated with 1st dose","6410878"
"25","Above 45 Vaccinated with 2nd dose on the day","9616"
"26","Total Above 45 Vaccinated with 2nd dose","3728579"
"27","18-44 years age group Vaccinated with 1st dose on the day","9498"
"28","Total 18-44 years age group Vaccinated with 1st dose","9081642"
"29","18-44 years age group Vaccinated with 2nd dose on the day","30353"
"30","Total 18-44 years age group Vaccinated with 2nd dose","4744510"
"31","Total Vaccination 1st dose on the day","12215"
"32","Total Vaccination 2nd dose on the day","40543"
"33","Total Vaccination 1st and 2nd dose on the day","52758"
