"Total No. of Sample Taken Today","15511"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","480"
"Total Active COVID-19 Patients","3110"
"Total No. of Active Cases under Home Isolation (21-02-2022)","2660"
"Total No. of Samples found Positive till date 
Total Omicron Cases:830 (Active – 0, Discharged - 830)","978884"
"Total Positive COVID-19 Patients Recovered / Discharged till date","965220"
"No. of Deaths","10531"
"Total No. of People Vaccinated today","65457 
(1st Dose: 9733, 
2nd Dose: 53298 
Precaution Dose: 2426)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22816146 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 84% for 18yrs above population)","17823306 (84%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","225534"
"Cumulative Coverage of Total COVID-19 Vaccination","40864986"
"COVID-19 Today (21-02-2022) Positivity Rate","2.35%"
"Recovery Rate","98.60%"
"Fatality Rate","1.08%"
"Tests Per Million Population","647699"
