"Sr.No. Description","","From 1st April 2022","Till Date"
"1","Total Samples taken","1485584","20476048"
"2","Total No. of patients tested Positive","21673","782201"
"3","No. of patients discharged","19894","760168"
"4","Total Deaths reported","158","20464"
"5","Sample collected on the day","","11333"
"6","Test conducted on the day","","10899"
"7","Positive cases on the day","","235"
"8","Number of active Cases","","1569"
"9","No. of Patients on oxygen support","","76"
"10","Patients at critical care Level-3 facilities","","22"
"11","Patients who are critical and on ventilator support","","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","","3"
"13","Total Healthcare Workers vaccinated with 1st dose","","218853"
"14","Frontline Workers vaccinated with 1st dose on the day","","7"
"15","Total Frontline Workers vaccinated with 1st dose","","1117841"
"16","Healthcare Workers vaccinated with 2nd dose on the day","","8"
"17","Total Healthcare Workers vaccinated with 2nd dose","","211760"
"18","Frontline Workers vaccinated with 2nd dose on the day","","35"
"19","Total Frontline Workers vaccinated with 2nd dose","","1018522"
"20","Above 45 Vaccinated with 1st dose on the day","","264"
"21","Total Above 45 Vaccinated with 1st dose","","8342736"
"22","Above 45 Vaccinated with 2nd dose on the day","","1651"
"23","Total Above 45 Vaccinated with 2nd dose","","7631062"
"24","18-44 years age group Vaccinated with 1st dose on the day","","1025"
"25","Total 18-44 years age group Vaccinated with 1st dose","","12647908"
"26","18-44 years age group Vaccinated with 2nd dose on the day","","3372"
"27","Total 18-44 years age group Vaccinated with 2nd dose","","10639138"
"28","15-17 years age group Vaccinated with 1st dose on the day","","588"
"29","Total 15-17 years age group Vaccinated with 1st dose","","1108978"
"30","15-17 years age group Vaccinated with 2nd dose on the day","","953"
"31","Total 15-17 years age group Vaccinated with 2nddose","","844882"
"32","12-14 years age group Vaccinated with 1st dose on the day","","865"
"33","Total 12-14 years age group Vaccinated with 1st dose","","659927"
"34","12-14 years age group Vaccinated with 2nddose on the day","","1566"
"35","Total 12-14 years age group Vaccinated with 2nd dose","","452820"
"36","Precautionary dose given on the day","","18107"
"37","Total Precautionary dose given","","1496214"
"38","Total Vaccination 1st dose on the day","","1299"
"39","Total Vaccination 2nd dose on the day","","5066"
"40","Total Vaccination 1st and 2nd dose on the day","","6365"
