"Total No. of Sample Taken Today","14962"
"Total No. of Positive Cases Detected Today","1055"
"Total Active COVID-19 Patients","4074"
"Total No. of Active Cases under Home Isolation (05-08-2022)","3904"
"Total No. of Samples found Positive till date","1034204"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1019460"
"No. of Deaths","10647"
"Total No. of People Vaccinated Today","22071 
(1st Dose: 1317 
2nd Dose: 5105 
Precaution Dose: 15649)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23628745 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19684379 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1526609"
"Cumulative Coverage of Total COVID-19 Vaccination","44839733"
"COVID-19 Today (05-08-2022) Positivity Rate","7.05%"
"Recovery Rate","98.57%"
"Fatality Rate","1.03%"
